scientificName,vernacularName,family,genus,sourceStatus,status
Pomaderris gilmourii var. gilmourii,-,Rhamnaceae,Pomaderris,Endangered,Endangered
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris pallida,Pale Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris parrisiae,Parris' Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris reperta,Denman Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
Pomaderris sericea,Bent Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris subplicata,Concave Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris vacciniifolia,Round-leaf Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
Pomaderris walshii,Carrington Falls Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
Pommerhelix duralensis,Dural Land Snail,Camaenidae,Pommerhelix,Endangered,Endangered
Poranthera petalifera,Mountain Poranthera,Euphorbiaceae,Poranthera,Vulnerable,Vulnerable
Porphyrio albus,White Gallinule,Rallidae,Porphyrio,Extinct,Extinct
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Potoroidae,Potorous,Critically Endangered,Critically Endangered
Potorous longipes,Long-footed Potoroo,Potoroidae,Potorous,Endangered,Endangered
Potorous platyops,"Broad-faced Potoroo, Moda",Potoroidae,Potorous,Extinct,Extinct
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),Potoroidae,Potorous,Vulnerable,Vulnerable
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),Potoroidae,Potorous,Vulnerable,Vulnerable
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum amoenum,Dainty Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum apoxychilum,Tapered Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum atratum,Three Hummock Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum bagoense,Bago Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum castaneum,Chestnut Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum colemaniae,Lilac Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum correctum,Gaping Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum crebriflorum,Crowded Leek-Orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum diversiflorum,Gorae Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum favonium,Western Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum goldsackii,Goldsack's Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum incorrectum,Golfers Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum innubum,Brandy Marys Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum keltonii,Kelton's Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum laxum,Lax Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum limnetes,Marsh Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum littorale,Coastal Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum milfordense,Milford Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum murfetii,Fleurieu Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum olidum,Pungent Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum pallidum,Pale Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum perangustum,Knocklofty Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum petilum,Tarengo Leek Orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum pruinosum,Plum Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum pulchellum,Pretty Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum robustum,Robust Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum secutum,Northern Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum spicatum,Dense Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum stellatum,Ben Lomond Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum subbisectum,Pomonal Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum taphanyx,Graveside Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Prasophyllum wallum,Wallum Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Pristidae,Pristis,Vulnerable,Vulnerable
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Pristidae,Pristis,Vulnerable,Vulnerable
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Pristidae,Pristis,Vulnerable,Vulnerable
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Cacatuidae,Probosciger,Vulnerable,Vulnerable
Prostanthera albohirta,-,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Lamiaceae,Prostanthera,Endangered,Endangered
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera cineolifera,-,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera clotteniana,-,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera densa,Villous Mintbush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera discolor,-,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera eurybioides,Monarto Mintbush,Lamiaceae,Prostanthera,Endangered,Endangered
Prostanthera galbraithiae,Wellington Mintbush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera gilesii,-,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Prostanthera junonis,Somersby Mintbush,Lamiaceae,Prostanthera,Endangered,Endangered
Prostanthera marifolia,Seaforth Mintbush,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Prostanthera nudula,Mount Illbilie Mintbush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera palustris,Swamp Mint-bush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera schultzii,-,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera sp. Dunmore (D.M.Gordon 8A),-,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera spathulata,-,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prostanthera staurophylla,a mint-bush,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Prostanthera stricta,Mount Vincent Mintbush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Prototroctes maraena,Australian Grayling,Retropinnidae,Prototroctes,Vulnerable,Vulnerable
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Psittacidae,Psephotus,Endangered,Endangered
Psephotus pulcherrimus,Paradise Parrot,Psittacidae,Psephotus,Extinct,Extinct
Pseudemoia cryodroma,"Alpine Bog Skink, Alpine Bog-skink",Scincidae,Pseudemoia,Endangered,Endangered
Pseudemydura umbrina,Western Swamp Tortoise,Chelidae,Pseudemydura,Critically Endangered,Critically Endangered
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Lepidoziaceae,Pseudocephalozia,Vulnerable,Vulnerable
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Charopidae,Pseudocharopa,Critically Endangered,Critically Endangered
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Charopidae,Pseudocharopa,Critically Endangered,Critically Endangered
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Pseudocheiridae,Pseudocheirus,Critically Endangered,Critically Endangered
Pseudococcus markharveyi,Banksia montana mealybug,Pseudococcidae,Pseudococcus,Critically Endangered,Critically Endangered
Pseudomugil mellis,"Honey Blue Eye, Honey Blue-eye",Pseudomugilidae,Pseudomugil,Vulnerable,Vulnerable
Pseudomys auritus,Long-eared Mouse,Muridae,Pseudomys,Extinct,Extinct
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Muridae,Pseudomys,Vulnerable,Vulnerable
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Muridae,Pseudomys,Vulnerable,Vulnerable
Pseudomys fumeus,"Smoky Mouse, Konoom",Muridae,Pseudomys,Endangered,Endangered
Pseudomys glaucus,Blue-grey Mouse,Muridae,Pseudomys,Extinct,Extinct
Pseudomys gouldii,"Gould's Mouse, Koontin",Muridae,Pseudomys,Extinct,Extinct
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Muridae,Pseudomys,Vulnerable,Vulnerable
Pseudomys oralis,"Hastings River Mouse, Koontoo",Muridae,Pseudomys,Endangered,Endangered
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Muridae,Pseudomys,Vulnerable,Vulnerable
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Muridae,Pseudomys,Endangered,Endangered
Pseudophryne corroboree,Southern Corroboree Frog,Myobatrachidae,Pseudophryne,Critically Endangered,Critically Endangered
Pseudophryne covacevichae,Magnificent Brood Frog,Myobatrachidae,Pseudophryne,Vulnerable,Vulnerable
Pseudophryne pengilleyi,Northern Corroboree Frog,Myobatrachidae,Pseudophryne,Critically Endangered,Critically Endangered
Psophodes leucogaster leucogaster,Mallee Whipbird,Psophodidae,Psophodes,Vulnerable,Vulnerable
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Psophodidae,Psophodes,Endangered,Endangered
Psophodes nigrogularis nigrogularis,Western Heath Whipbird,Psophodidae,Psophodes,Endangered,Endangered
Pteris kingiana,King's Brakefern,Pteridaceae,Pteris,Endangered,Endangered
Pteris zahlbruckneriana,Netted Brakefern,Pteridaceae,Pteris,Endangered,Endangered
Pterodroma heraldica,Herald Petrel,Procellariidae,Pterodroma,Critically Endangered,Critically Endangered
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Procellariidae,Pterodroma,Endangered,Endangered
Pterodroma mollis,Soft-plumaged Petrel,Procellariidae,Pterodroma,Vulnerable,Vulnerable
Pterodroma neglecta neglecta,Kermadec Petrel (western),Procellariidae,Pterodroma,Vulnerable,Vulnerable
Pteropus brunneus,"Percy Island Flying-fox, Dusky Fruit Bat",Pteropodidae,Pteropus,Extinct,Extinct
Pteropus conspicillatus,Spectacled Flying-fox,Pteropodidae,Pteropus,Endangered,Endangered
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Pteropodidae,Pteropus,Critically Endangered,Critically Endangered
Pteropus poliocephalus,Grey-headed Flying-fox,Pteropodidae,Pteropus,Vulnerable,Vulnerable
Pterostylis arenicola,Sandhill Greenhood Orchid,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis basaltica,Basalt Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis bicornis,-,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis bryophila,Hindmarsh Valley Greenhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis cheraphila,Floodplain Rustyhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis chlorogramma,Green-striped Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis commutata,Midland Greenhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis cucullata,Leafy Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis despectans,Lowly Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis lepida,Halbury Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis mirabilis,Nodding Rufoushood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis pratensis,Liawenee Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis psammophila,Two-bristle Greenhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis pulchella,Pretty Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis rubenachii,Arthur River Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis saxicola,Sydney Plains Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis valida,Robust Greenhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis vernalis,Halbury Rustyhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis wapstrarum,Fleshy Greenhood,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis X aenigma,Enigmatic Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Pterostylis xerophila,Desert Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Ptilotus beckerianus,Ironstone Mulla Mulla,Amaranthaceae,Ptilotus,Vulnerable,Vulnerable
Ptilotus pyramidatus,Pyramid Mulla-mulla,Amaranthaceae,Ptilotus,Critically Endangered,Critically Endangered
Ptychosema pusillum,Dwarf Pea,Fabaceae,Ptychosema,Vulnerable,Vulnerable
Pultenaea aristata,-,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea baeuerlenii,Budawangs Bush-pea,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea elusa,Elusive Bush-pea,Fabaceae,Pultenaea,Endangered,Endangered
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea maidenii,Maiden's Bush-pea,Fabaceae,Pultenaea,Extinct,Extinct
Pultenaea parrisiae,-,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea parviflora,-,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea pauciflora,Narrogin Pea,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea setulosa,-,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Fabaceae,Pultenaea,Critically Endangered,Critically Endangered
Pultenaea trichophylla,Tufted Bush-pea,Fabaceae,Pultenaea,Endangered,Endangered
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pultenaea williamsoniana,Williamsons Bush-pea,Fabaceae,Pultenaea,Vulnerable,Vulnerable
Pycnoptilus floccosus,Pilotbird,Acanthizidae,Pycnoptilus,Vulnerable,Vulnerable
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Helicarionidae,Quintalia,Critically Endangered,Critically Endangered
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Typhlopidae,Ramphotyphlops,Vulnerable,Vulnerable
Randia moorei,Spiny Gardenia,Rubiaceae,Randia,Endangered,Endangered
Ranunculus anemoneus,Anemone Buttercup,Ranunculaceae,Ranunculus,Vulnerable,Vulnerable
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Ranunculaceae,Ranunculus,Endangered,Endangered
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Muridae,Rattus,Extinct,Extinct
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Muridae,Rattus,Extinct,Extinct
Reedia spathacea,Reedia,Cyperaceae,Reedia,Critically Endangered,Critically Endangered
Rexea solandri (eastern Australian population),Eastern Gemfish,Gempylidae,Rexea,Conservation Dependent,Conservation Dependent
Rhagodia acicularis,Wongan Rhagodia,Chenopodiaceae,Rhagodia,Vulnerable,Vulnerable
Rhaphidospora bonneyana,-,Acanthaceae,Rhaphidospora,Vulnerable,Vulnerable
Rhaponticum australe,"Austral Cornflower, Native Thistle",Asteraceae,Rhaponticum,Vulnerable,Vulnerable
Rheobatrachus silus,Southern Gastric-brooding Frog,Myobatrachidae,Rheobatrachus,Extinct,Extinct
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Myobatrachidae,Rheobatrachus,Extinct,Extinct
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Chelidae,Rheodytes,Vulnerable,Vulnerable
Rhincodon typus,Whale Shark,Rhincodontidae,Rhincodon,Vulnerable,Vulnerable
Rhinerrhizopsis matutina,-,Orchidaceae,Rhinerrhizopsis,Vulnerable,Vulnerable
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Rhinolophidae,Rhinolophus,Vulnerable,Vulnerable
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Rhinonycteridae,Rhinonicteris,Vulnerable,Vulnerable
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Muscicapidae,Rhipidura,Extinct,Extinct
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid",Orchidaceae,Rhizanthella,Critically Endangered,Critically Endangered
Rhizanthella johnstonii,South Coast Underground Orchid,Orchidaceae,Rhizanthella,Critically Endangered,Critically Endangered
Rhizanthella slateri,Eastern Underground Orchid,Orchidaceae,Rhizanthella,Endangered,Endangered
Rhodamnia angustifolia,Narrow-leaved Malletwood,Myrtaceae,Rhodamnia,Critically Endangered,Critically Endangered
Rhodamnia longisepala,-,Myrtaceae,Rhodamnia,Critically Endangered,Critically Endangered
Rhodamnia maideniana,Smooth Scrub Turpentine,Myrtaceae,Rhodamnia,Critically Endangered,Critically Endangered
Rhodamnia rubescens,"Scrub Turpentine, Brown Malletwood",Myrtaceae,Rhodamnia,Critically Endangered,Critically Endangered
Rhodomyrtus psidioides,Native Guava,Myrtaceae,Rhodomyrtus,Critically Endangered,Critically Endangered
Ricinocarpos brevis,-,Euphorbiaceae,Ricinocarpos,Endangered,Endangered
Ricinocarpos gloria-medii,Glory of the Centre,Euphorbiaceae,Ricinocarpos,Vulnerable,Vulnerable
Ricinocarpos trichophorus,Barrens Wedding Bush,Euphorbiaceae,Ricinocarpos,Endangered,Endangered
Ristantia gouldii,-,Myrtaceae,Ristantia,Vulnerable,Vulnerable
Romnalda strobilacea,-,Xanthorrhoeaceae,Romnalda,Vulnerable,Vulnerable
Rostratula australis,Australian Painted Snipe,Rostratulidae,Rostratula,Endangered,Endangered
Roycea pycnophylloides,Saltmat,Chenopodiaceae,Roycea,Endangered,Endangered
Rutidosis heterogama,Heath Wrinklewort,Asteraceae,Rutidosis,Vulnerable,Vulnerable
Rutidosis leiolepis,Monaro Golden Daisy,Asteraceae,Rutidosis,Vulnerable,Vulnerable
Rutidosis leptorhynchoides,Button Wrinklewort,Asteraceae,Rutidosis,Endangered,Endangered
Rytidosperma pumilum,Feldmark Grass,Poaceae,Rytidosperma,Vulnerable,Vulnerable
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Emballonuridae,Saccolaimus,Vulnerable,Vulnerable
Sagina diemensis,Tasmanian Pearlwort,Caryophyllaceae,Sagina,Endangered,Endangered
Samadera bidwillii,Quassia,Simaroubaceae,Samadera,Vulnerable,Vulnerable
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),-,Simaroubaceae,Samadera,Endangered,Endangered
Sankowskya stipularis,-,Euphorbiaceae,Sankowskya,Endangered,Endangered
Sannantha crenulata,Fern-leaf Baeckea,Myrtaceae,Sannantha,Vulnerable,Vulnerable
Sannantha tozerensis,a shrub,Myrtaceae,Sannantha,Vulnerable,Vulnerable
Sarcochilus fitzgeraldii,Ravine Orchid,Orchidaceae,Sarcochilus,Vulnerable,Vulnerable
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Orchidaceae,Sarcochilus,Vulnerable,Vulnerable
Sarcochilus hirticalcar,-,Orchidaceae,Sarcochilus,Vulnerable,Vulnerable
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Orchidaceae,Sarcochilus,Vulnerable,Vulnerable
Sarcophilus harrisii,Tasmanian Devil,Dasyuridae,Sarcophilus,Endangered,Endangered
Scaevola macrophylla,Large-flowered Scaevola,Goodeniaceae,Scaevola,Critically Endangered,Critically Endangered
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Pseudomugilidae,Scaturiginichthys,Endangered,Endangered
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Asteraceae,Schoenia,Endangered,Endangered
Sclerolaena blakei,-,Chenopodiaceae,Sclerolaena,Vulnerable,Vulnerable
Sclerolaena napiformis,Turnip Copperburr,Chenopodiaceae,Sclerolaena,Endangered,Endangered
Sclerolaena walkeri,-,Chenopodiaceae,Sclerolaena,Vulnerable,Vulnerable
Selaginella andrewsii,Tallebudgera spikemoss,Selaginellaceae,Selaginella,Vulnerable,Vulnerable
Semotrachia euzyga,a land snail,Camaenidae,Semotrachia,Endangered,Endangered
Senecio australis,a daisy,Asteraceae,Senecio,Vulnerable,Vulnerable
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Asteraceae,Senecio,Endangered,Endangered
Senecio evansianus,a daisy,Asteraceae,Senecio,Endangered,Endangered
Senecio georgianus,Grey Groundsel,Asteraceae,Senecio,Extinct,Extinct
Senecio hooglandii,a daisy,Asteraceae,Senecio,Vulnerable,Vulnerable
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Asteraceae,Senecio,Vulnerable,Vulnerable
Senecio megaglossus,Superb Groundsel,Asteraceae,Senecio,Vulnerable,Vulnerable
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Asteraceae,Senecio,Vulnerable,Vulnerable
Seringia exastia,Fringed Fire-bush,Malvaceae,Seringia,Critically Endangered,Critically Endangered
Seriolella brama,Blue Warehou,Centrolophidae,Seriolella,Conservation Dependent,Conservation Dependent
Setonix brachyurus,Quokka,Macropodidae,Setonix,Vulnerable,Vulnerable
Sinumelon bednalli,Bednall's Land Snail,Camaenidae,Sinumelon,Endangered,Endangered
Sminthopsis butleri,Butler's Dunnart,Dasyuridae,Sminthopsis,Vulnerable,Vulnerable
Sminthopsis douglasi,Julia Creek Dunnart,Dasyuridae,Sminthopsis,Vulnerable,Vulnerable
Sminthopsis griseoventer aitkeni,Kangaroo Island Dunnart,Dasyuridae,Sminthopsis,Endangered,Endangered
Sminthopsis psammophila,Sandhill Dunnart,Dasyuridae,Sminthopsis,Endangered,Endangered
Solanum bauerianum,Bridal Flower,Solanaceae,Solanum,Extinct,Extinct
Solanum dissectum,-,Solanaceae,Solanum,Endangered,Endangered
Solanum dunalianum,-,Solanaceae,Solanum,Vulnerable,Vulnerable
Solanum graniticum,Granite Nightshade,Solanaceae,Solanum,Endangered,Endangered
Solanum johnsonianum,-,Solanaceae,Solanum,Endangered,Endangered
Solanum karsense,Menindee Nightshade,Solanaceae,Solanum,Vulnerable,Vulnerable
Solanum orgadophilum,Capella Potato Bush,Solanaceae,Solanum,Critically Endangered,Critically Endangered
Solanum sulphureum,-,Solanaceae,Solanum,Endangered,Endangered
Sophora fraseri,-,Fabaceae,Sophora,Vulnerable,Vulnerable
Sphaerolobium acanthos,Grampians Globe-pea,Fabaceae,Sphaerolobium,Critically Endangered,Critically Endangered
Sphenotoma drummondii,Mountain Paper-heath,Ericaceae,Sphenotoma,Endangered,Endangered
Sphyrna lewini,Scalloped Hammerhead,Sphyrnidae,Sphyrna,Conservation Dependent,Conservation Dependent
Spicospina flammocaerulea,Sunset Frog,Myobatrachidae,Spicospina,Vulnerable,Vulnerable
Spirogardnera rubescens,Spiral Bush,Santalaceae,Spirogardnera,Endangered,Endangered
Sporobolus pamelae,a grass,Poaceae,Sporobolus,Endangered,Endangered
Spyridium coactilifolium,Butterfly Spyridium,Rhamnaceae,Spyridium,Vulnerable,Vulnerable
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Rhamnaceae,Spyridium,Vulnerable,Vulnerable
Spyridium fontis-woodii,Woods Well Spyridium,Rhamnaceae,Spyridium,Critically Endangered,Critically Endangered
Spyridium furculentum,Forked Spyridium,Rhamnaceae,Spyridium,Endangered,Endangered
Spyridium lawrencei,Small-leaf Spyridium,Rhamnaceae,Spyridium,Endangered,Endangered
Spyridium obcordatum,Creeping Dusty Miller,Rhamnaceae,Spyridium,Vulnerable,Vulnerable
Stachystemon nematophorus,Three-flowered Stachystemon,Euphorbiaceae,Stachystemon,Vulnerable,Vulnerable
