"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Hypseleotris compressa","urn:lsid:biodiversity.org.au:afd.taxon:ff2e1bf6-d0b0-4005-957e-a89a66ceee3b","Hypseleotris compressa","Eleotridae",,"Empire Gudgeon","Vulnerable","Endangered"
"Bartramia nothostricta","https://id.biodiversity.org.au/node/ausmoss/10060103","Bartramia nothostricta","Bartramiaceae",,"Apple Moss","Poorly Known","Least Concern/Unknown"
"Prasophyllum hygrophilum","https://id.biodiversity.org.au/name/apni/172682","Prasophyllum hygrophilum","Orchidaceae",,"Swamp Leek-orchid","Listed under FFG Act",""
"Menkea crassa","https://id.biodiversity.org.au/node/apni/2917825","Menkea crassa","Brassicaceae",,"Fat Spectacles","Endangered","Endangered"
"Prasophyllum sp. aff. odoratum G","https://id.biodiversity.org.au/name/apni/194442","Prasophyllum sp. aff. odoratum G","Orchidaceae",,"Range Leek-orchid","Poorly Known","Least Concern/Unknown"
"Colubotelson searli","urn:lsid:biodiversity.org.au:afd.taxon:7af3f4fd-0cfa-4a61-9acf-97a0ef0486d6","Colubotelson searlei","Phreatoicidae",,"Phreatoicid Isopod","Vulnerable","Endangered"
"Fossombronia alata","https://id.biodiversity.org.au/node/ausmoss/2899799","Fossombronia alata","Fossombroniaceae",,"Frillwort","Endangered","Endangered"
"Eleocharis plana","https://id.biodiversity.org.au/node/apni/2911575","Eleocharis plana","Cyperaceae",,"Ribbed Spikerush","Vulnerable","Endangered"
"Geranium sp. Large flowers (D.Marshall s.n., 20/12/2004)","https://id.biodiversity.org.au/node/apni/2892802","Geranium sp. Large flowers (D.Marshall s.n., 20/12/2004)","Geraniaceae",,"Large-flower Crane's-bill","Endangered","Endangered"
"Pseudalmenus chlorinda zephyrus","urn:lsid:biodiversity.org.au:afd.taxon:ce973200-9358-46c4-8992-32b79907d21f","Pseudalmenus chlorinda zephyrus","Lycaenidae",,"Silky Hairstreak","Vulnerable","Endangered"
"Carex inversa","https://id.biodiversity.org.au/node/apni/2894680","Carex inversa","Cyperaceae",,"Knob Sedge","Vulnerable","Endangered"
"Eucalyptus hawkeri","https://id.biodiversity.org.au/node/apni/2915023","Eucalyptus hawkeri","Myrtaceae",,"Arapiles Peppermint-box","Vulnerable","Endangered"
"Aythya (Nyroca) australis","urn:lsid:biodiversity.org.au:afd.taxon:cebfa4d8-20b2-43fa-8c2f-a0a95192c01e","Aythya (Nyroca) australis","Anatidae",,"Hardhead","Vulnerable","Endangered"
"Austrostipa nivicola","https://id.biodiversity.org.au/node/apni/2901691","Austrostipa nivicola","Poaceae",,"Alpine Spear-grass","Rare","Near Threatened"
"Eucalyptus aff. ignorabilis (Lerderderg)","https://id.biodiversity.org.au/node/apni/2918892","Eucalyptus ignorabilis","Myrtaceae",,"Lerderderg Scentbark","Endangered","Endangered"
"Stenopetalum velutinum","https://id.biodiversity.org.au/node/apni/2903149","Stenopetalum velutinum","Brassicaceae",,"Downy Thread-petal","Vulnerable","Endangered"
"Craterocephalus fulvus","urn:lsid:biodiversity.org.au:afd.taxon:c2370933-e3a6-4d54-b934-4e987ee57cf7","Craterocephalus fulvus","Atherinidae",,"Unspecked Hardyhead","Listed under FFG Act",""
"Rhynchospora brownii","https://id.biodiversity.org.au/node/apni/2887062","Rhynchospora brownii","Cyperaceae",,"Grassy Beak-rush","Endangered","Endangered"
"Epaltes cunninghamii","https://id.biodiversity.org.au/node/apni/6997748","Ethuliopsis cunninghamii","Asteraceae",,"Tall Nut-heads","Vulnerable","Endangered"
"Choretrum chrysanthum","https://id.biodiversity.org.au/node/apni/2888742","Choretrum chrysanthum","Santalaceae",,"Golden Sour-bush","Rare","Near Threatened"
"Lepidium hyssopifolium","https://id.biodiversity.org.au/node/apni/2898429","Lepidium hyssopifolium","Brassicaceae",,"Common Pepper-cress","Endangered","Endangered"
"Leptomeria acida","https://id.biodiversity.org.au/node/apni/2887351","Leptomeria acida","Santalaceae",,"Currant Bush","Rare","Near Threatened"
"Corunastylis pumila","https://id.biodiversity.org.au/name/apni/176235","Corunastylis pumila","Orchidaceae",,"Green Midge-orchid","Rare","Near Threatened"
"Eurhynchium asperipes","https://id.biodiversity.org.au/node/ausmoss/10077133","Eurhynchium asperipes","Brachytheciaceae",,"Feather Moss","Poorly Known","Least Concern/Unknown"
"Corunastylis nudiscapa","https://id.biodiversity.org.au/name/apni/170787","Corunastylis nudiscapa","Orchidaceae",,"Brownish Midge-orchid","Endangered","Endangered"
"Sambucus australasica","https://id.biodiversity.org.au/node/apni/8440487","Sambucus australasica","Adoxaceae",,"Native Elder","Listed under FFG Act",""
"Astelia australiana","https://id.biodiversity.org.au/node/apni/2898064","Astelia australiana","Asteliaceae",,"Tall Astelia","Listed under FFG Act",""
"Schoenus melanostachys","https://id.biodiversity.org.au/node/apni/2909981","Schoenus melanostachys","Cyperaceae",,"Black Bog-rush","Rare","Near Threatened"
"Neophema (Neonanodes) chrysogaster","urn:lsid:biodiversity.org.au:afd.taxon:bb3b5394-ebf7-41cc-8cd7-9f9bd28fa8e7","Neophema (Neonanodes) chrysogaster","Psittacidae",,"Orange-bellied Parrot","Critically Endangered","Endangered"
"Limnodynastes interioris","urn:lsid:biodiversity.org.au:afd.taxon:880ef4e5-2e95-4ccb-b0ea-3c35382e28ff","Limnodynastes interioris","Limnodynastidae",,"Giant Banjo Frog","Critically Endangered","Endangered"
"Paracaleana disjuncta","https://id.biodiversity.org.au/name/apni/181376","Paracaleana disjuncta","Orchidaceae",,"Little Duck Orchid","Listed under FFG Act",""
"Geranium potentilloides var. 1","https://id.biodiversity.org.au/node/apni/2919118","Geranium potentilloides var. Subalps (N.G.Walsh 4179)","Geraniaceae",,"Soft Crane's-bill","Poorly Known","Least Concern/Unknown"
"Xylocopa (Lestis) aeratus","urn:lsid:biodiversity.org.au:afd.taxon:09992614-4f27-4e08-bb48-53bb1daf6e19","Xylocopa (Lestis) aeratus","Apidae",,"Metallic Green Carpenter Bee","Listed under FFG Act",""
"Bartramia subsymmetrica","https://id.biodiversity.org.au/node/ausmoss/10059974","Bartramia subsymmetrica","Bartramiaceae",,"Bogong Apple-moss","Listed under FFG Act",""
"Eucalyptus aff. cinerea (Beechworth)","https://id.biodiversity.org.au/node/apni/2903757","Eucalyptus cinerea","Myrtaceae",,"Beechworth Silver Stringybark","Vulnerable","Endangered"
"Lepidium fasciculatum","https://id.biodiversity.org.au/node/apni/2894420","Lepidium fasciculatum","Brassicaceae",,"Bundled Peppercress","Poorly Known","Least Concern/Unknown"
"Pterostylis maxima","https://id.biodiversity.org.au/name/apni/74955","Pterostylis maxima","Orchidaceae",,"Large Rufous Greenhood","Vulnerable","Endangered"
"Eusthenia nothofagi","urn:lsid:biodiversity.org.au:afd.taxon:a38122d1-fff0-4bd7-9248-96d5d73aa91d","Eusthenia nothofagi","Eustheniidae",,"Otway Stonefly","Near Threatened","Near Threatened"
"Paspalidium gracile","https://id.biodiversity.org.au/node/apni/2907256","Paspalidium gracile","Poaceae",,"Graceful Panic Grass","Rare","Near Threatened"
"Eucalyptus sp. Castlemaine (K.Rule 8203)","https://id.biodiversity.org.au/node/apni/2892444","Eucalyptus sp. Castlemaine (K.Rule 8203)","Myrtaceae",,"Fryers Range Scentbark","Endangered","Endangered"
"Pomaderris subplicata","https://id.biodiversity.org.au/node/apni/2913702","Pomaderris subplicata","Rhamnaceae",,"Concave Pomaderris","Listed under FFG Act",""
"Mesochaete undulata","https://id.biodiversity.org.au/node/ausmoss/10096969","Mesochaete undulata","Aulacomniaceae",,"Jungle Thyme-moss","Rare","Near Threatened"
"Euphrasia collina subsp. diversicolor","https://id.biodiversity.org.au/node/apni/2921183","Euphrasia collina subsp. diversicolor","Scrophulariaceae",,"Purple Eyebright","Vulnerable","Endangered"
"Pterostylis sp. aff. cycnocephala (Woorndoo)","ALA_Pterostylis_sp_aff_cycnocephala_Woorndoo","Pterostylis sp. aff. cycnocephala (Woorndoo)",,,"Cygnet Greenhood","Endangered","Endangered"
"Leucopogon virgatus var. brevifolius","https://id.biodiversity.org.au/node/apni/2906323","Leucopogon virgatus var. brevifolius","Ericaceae",,"Common Beard-heath","Rare","Near Threatened"
"Dissocarpus biflorus var. biflorus","https://id.biodiversity.org.au/node/apni/2915763","Dissocarpus biflorus var. biflorus","Chenopodiaceae",,"Twin-flower Saltbush","Rare","Near Threatened"
"Carex paupera","https://id.biodiversity.org.au/node/apni/2894680","Carex inversa","Cyperaceae",,"Dwarf Sedge","Listed under FFG Act",""
"Allisoniella nigra","https://id.biodiversity.org.au/node/ausmoss/2917508","Allisoniella nigra","Cephaloziellaceae",,"Black Threadwort","Rare","Near Threatened"
"Leptodon smithii","https://id.biodiversity.org.au/node/ausmoss/10092103","Leptodon smithii","Neckeraceae",,"Prince-of-wales Feather-moss","Listed under FFG Act",""
"Trachymene thysanocarpa","https://id.biodiversity.org.au/node/apni/2912164","Trachymene thysanocarpa","Araliaceae",,"Mallee Trachymene","Rare","Near Threatened"
"Lasiopetalum schulzenii","https://id.biodiversity.org.au/node/apni/2906930","Lasiopetalum schulzenii","Malvaceae",,"Drooping Velvet-bush","Rare","Near Threatened"
"Cyperus flaccidus","https://id.biodiversity.org.au/node/apni/2905164","Cyperus flaccidus","Cyperaceae",,"Flaccid Flat-sedge","Vulnerable","Endangered"
"Trapezites lutea lutea","ALA_Trapezites_lutea_lutea","Trapezites lutea lutea",,,"Rare White-spot Skipper","Listed under FFG Act",""
"Amphibromus sinuatus","https://id.biodiversity.org.au/node/apni/2906956","Amphibromus sinuatus","Poaceae",,"Wavy Swamp Wallaby-grass","Vulnerable","Endangered"
"Sterna (Sterna) striata","urn:lsid:biodiversity.org.au:afd.taxon:4ba983b7-28eb-4593-9c68-8cbba4e68429","Sterna (Sterna) striata","Laridae",,"White-fronted Tern","Near Threatened","Near Threatened"
"Numenius (Phaeopus) phaeopus","urn:lsid:biodiversity.org.au:afd.taxon:1ef65ebd-d888-45e1-88f8-75ce5a3fd0ed","Numenius (Phaeopus) phaeopus","Scolopacidae",,"Whimbrel","Vulnerable","Endangered"
"Tringa (Rhyacophilus) glareola","urn:lsid:biodiversity.org.au:afd.taxon:ae81db37-d8ab-4cb5-9642-72152de5db99","Tringa (Rhyacophilus) glareola","Scolopacidae",,"Wood Sandpiper","Vulnerable","Endangered"
"Prasophyllum parviflorum","https://id.biodiversity.org.au/name/apni/105886","Prasophyllum parviflorum","Orchidaceae",,"Autumn Leek Orchid","Vulnerable","Endangered"
"Mitrasacme polymorpha","https://id.biodiversity.org.au/node/apni/2891097","Mitrasacme polymorpha","Loganiaceae",,"Varied Mitrewort","Rare","Near Threatened"
"Cardamine tryssa","https://id.biodiversity.org.au/node/apni/2898648","Cardamine tryssa","Brassicaceae",,"Dainty Bitter-cress","Listed under FFG Act",""
"Radula tabularis","https://id.biodiversity.org.au/node/ausmoss/2915906","Radula tabularis","Radulaceae",,"Scalewort","Poorly Known","Least Concern/Unknown"
"Olearia sp. Mt Barker (R.B.Filson 829)","https://id.biodiversity.org.au/node/apni/2889726","Olearia sp. Mt Barker (R.B.Filson 829)","Asteraceae",,"Wimmera Daisy-bush","Endangered","Endangered"
"Ptychomitrium muelleri","https://id.biodiversity.org.au/node/ausmoss/10107065","Ptychomitrium muelleri","Ptychomitriaceae",,"Pincushion","Poorly Known","Least Concern/Unknown"
"Viola fuscoviolacea","https://id.biodiversity.org.au/node/apni/2896539","Viola fuscoviolacea","Violaceae",,"Dusky Violet","Rare","Near Threatened"
"Lawrencia berthae","https://id.biodiversity.org.au/node/apni/2900991","Lawrencia berthae","Malvaceae",,"Showy Lawrencia","Vulnerable","Endangered"
"Sternula nereis nereis","urn:lsid:biodiversity.org.au:afd.taxon:e035bd09-bd96-4665-a18d-baf5381d743d","Sternula nereis nereis","Laridae",,"Fairy Tern","Endangered","Endangered"
"Caladenia stricta","https://id.biodiversity.org.au/name/apni/92422","Caladenia stricta","Orchidaceae",,"Rigid-combed Spider-orchid","Vulnerable","Endangered"
"Isolepis montivaga","https://id.biodiversity.org.au/node/apni/2921053","Isolepis montivaga","Cyperaceae",,"Fog Club-sedge","Rare","Near Threatened"
"Calyptorhynchus (Calyptorhynchus) lathami lathami","urn:lsid:biodiversity.org.au:afd.taxon:61461228-28c3-4174-ab6e-ac5a57daf4f9","Calyptorhynchus (Calyptorhynchus) lathami lathami","Cacatuidae",,"Glossy Black-cockatoo","Listed under FFG Act",""
"Canthocamptus mammillifurca","urn:lsid:biodiversity.org.au:afd.taxon:10d5f979-f420-4c33-aa7b-b008b82c69fa","Canthocamptus mammillifurca","Canthocamptidae",,"Harpactacoid Copepod","Data Deficient or Delisted","Least Concern/Unknown"
"Grevillea pachylostyla","https://id.biodiversity.org.au/node/apni/2913006","Grevillea pachylostyla","Proteaceae",,"Buchan River Grevillea","Rare","Near Threatened"
"Bromus arenarius","https://id.biodiversity.org.au/node/apni/2912583","Bromus arenarius","Poaceae",,"oat or barley grass","Rare","Near Threatened"
"Carex blakei","https://id.biodiversity.org.au/node/apni/2894609","Carex blakei","Cyperaceae",,"Alpine Sedge","Rare","Near Threatened"
"Correa backhouseana var. backhouseana","https://id.biodiversity.org.au/node/apni/2906222","Correa backhouseana var. backhouseana","Rutaceae",,"Coast Correa","Vulnerable","Endangered"
"Burnettia cuneata","https://id.biodiversity.org.au/name/apni/70200","Burnettia cuneata","Orchidaceae",,"Burnettia","Rare","Near Threatened"
"Pterostylis dolichochila","https://id.biodiversity.org.au/name/apni/74537","Pterostylis dolichochila","Orchidaceae",,"Long-tongued Shell Greenhood","Rare","Near Threatened"
"Astrotricha linearis subsp. 1","https://id.biodiversity.org.au/node/apni/2895901","Astrotricha linearis subsp. Pine Mountain (A.R.Bean 9452)","Araliaceae",,"Narrow-leaf Star-hair","Rare","Near Threatened"
"Gentianella bawbawensis","https://id.biodiversity.org.au/node/apni/2913222","Gentianella bawbawensis","Gentianaceae",,"Baw Baw Snow-gentian","Poorly Known","Least Concern/Unknown"
"Diuris semilunulata","https://id.biodiversity.org.au/name/apni/96598","Diuris semilunulata","Orchidaceae",,"Late Leopard Orchid","Poorly Known","Least Concern/Unknown"
"Hibiscus brachysiphonius","https://id.biodiversity.org.au/node/apni/2891329","Hibiscus brachysiphonius","Malvaceae",,"Low Hibiscus","Endangered","Endangered"
"Eucalyptus sabulosa","https://id.biodiversity.org.au/node/apni/2887341","Eucalyptus sabulosa","Myrtaceae",,"Wimmera Scentbark","Rare","Near Threatened"
"Lepidium hyssopifolium","https://id.biodiversity.org.au/node/apni/2898429","Lepidium hyssopifolium","Brassicaceae",,"Common Pepper-cress","Listed under FFG Act",""
"Euphrasia collina subsp. Mt Wellington (A.C.Beauglehole 41150)","https://id.biodiversity.org.au/node/apni/2916655","Euphrasia collina subsp. Mt Wellington (A.C.Beauglehole 41150)","Scrophulariaceae",,"Purple Eyebright","Vulnerable","Endangered"
"Engaeus hemicirratulus","urn:lsid:biodiversity.org.au:afd.taxon:bfd51282-ad8e-4c59-897f-a19b959bb324","Engaeus hemicirratulus","Parastacidae",,"Gippsland Burrowing Cray","Endangered","Endangered"
"Eucalyptus sp. aff. wimmerensis (Yarriambiack)","ALA_Eucalyptus_sp_aff_wimmerensis_Yarriambiack","Eucalyptus sp. aff. wimmerensis (Yarriambiack)",,,"Yarriambiack Mallee-box","Endangered","Endangered"
"Tortula anderssonii","https://id.biodiversity.org.au/instance/ausmoss/10022788","Tortula anderssonii","Pottiaceae",,"Screw Moss","Endangered","Endangered"
"Aprasia aurita","urn:lsid:biodiversity.org.au:afd.taxon:7c913942-c32e-40b5-bb09-0bbe75335c3d","Aprasia aurita","Pygopodidae",,"Eared Worm-lizard","Listed under FFG Act",""
"Diuris ochroma","https://id.biodiversity.org.au/node/apni/2914029","Diuris ochroma","Orchidaceae",,"Pale Golden Moths","Listed under FFG Act",""
"Gobiomorphus australis","urn:lsid:biodiversity.org.au:afd.taxon:c398892c-0125-4636-8275-aab379618e8e","Gobiomorphus australis","Eleotridae",,"Striped Gudgeon","Near Threatened","Near Threatened"
"Plantago glacialis","https://id.biodiversity.org.au/node/apni/7744969","Plantago glacialis","Plantaginaceae",,"Small Star Plantain","Vulnerable","Endangered"
"Eucalyptus bosistoana","https://id.biodiversity.org.au/node/apni/2899671","Eucalyptus bosistoana","Myrtaceae",,"Bosisto's Box","Rare","Near Threatened"
"Leucochrysum albicans var. albicans","https://id.biodiversity.org.au/taxon/apni/51286045","Leucochrysum albicans subsp. albicans","Asteraceae",,"Hoary Sunray","Rare","Near Threatened"
"Thelymitra x macmillanii","https://id.biodiversity.org.au/name/apni/115835","Thelymitra macmillanii","Orchidaceae",,"Crimson Sun Orchid","Vulnerable","Endangered"
"Neophema (Neophema) splendida","urn:lsid:biodiversity.org.au:afd.taxon:c7f54244-9c27-4d8b-bf56-cbc672442d34","Neophema (Neophema) splendida","Psittacidae",,"Scarlet-chested Parrot","Listed under FFG Act",""
"Deyeuxia talariata","https://id.biodiversity.org.au/node/apni/2913997","Deyeuxia talariata","Poaceae",,"Skirted Bent-grass","Vulnerable","Endangered"
"Ornduffia umbricola var. umbricola","https://id.biodiversity.org.au/node/apni/2907775","Ornduffia umbricola var. umbricola","Menyanthaceae",,"Lax Marsh-flower","Vulnerable","Endangered"
"Petrogale penicillata","urn:lsid:biodiversity.org.au:afd.taxon:7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38","Petrogale penicillata","Macropodidae",,"Brush-tailed Rock-wallaby","Listed under FFG Act",""
"Gariwerdeus beehivensis","urn:lsid:biodiversity.org.au:afd.taxon:94f13bf7-e51c-4ca8-8917-f13ab02925d8","Gariwerdeus beehivensis","Phreatoicidae",,"Phreatoicid Isopod","Vulnerable","Endangered"
"Beyeria lasiocarpa","https://id.biodiversity.org.au/node/apni/2914023","Beyeria lasiocarpa","Euphorbiaceae",,"Wallaby bush","Rare","Near Threatened"
"Athanopsis australis","urn:lsid:biodiversity.org.au:afd.taxon:6d2a4bc3-e8dd-4308-8609-ccee40323450","Athanopsis australis","Alpheidae",,"Southern Hooded Shrimp","Listed under FFG Act",""
"Hemiergis millewae","urn:lsid:biodiversity.org.au:afd.taxon:95fad522-6795-477b-861c-80960695fccb","Hemiergis millewae","Scincidae",,"Triodia Earless Skink","Critically Endangered","Endangered"
"Salsola tragus subsp. pontica","https://id.biodiversity.org.au/node/apni/2901320","Salsola australis","Chenopodiaceae",,"Coast Saltwort","Rare","Near Threatened"
"Thylogale billardierii","urn:lsid:biodiversity.org.au:afd.taxon:42fc5fb3-ba90-44ec-b795-e9f8fcbd6128","Thylogale billardierii","Macropodidae",,"Tasmanian Pademelon","Listed under FFG Act",""
"Lewinia pectoralis pectoralis","urn:lsid:biodiversity.org.au:afd.taxon:4238a290-ea8e-4673-8ae2-10f7b1b5e2c2","Lewinia pectoralis pectoralis","Rallidae",,"Lewin's Rail","Vulnerable","Endangered"
"Libertia paniculata","https://id.biodiversity.org.au/node/apni/2897961","Libertia paniculata","Iridaceae",,"Branching Grass-Flag","Rare","Near Threatened"
"Psilotum nudum","https://id.biodiversity.org.au/node/apni/2902873","Psilotum nudum","Psilotaceae",,"Skeleton Fork Fern","Vulnerable","Endangered"
"Arabidella nasturtium","https://id.biodiversity.org.au/node/apni/2910571","Arabidella nasturtium","Brassicaceae",,"Mustard Bush","Poorly Known","Least Concern/Unknown"
"Tympanocryptis pinguicolla","urn:lsid:biodiversity.org.au:afd.taxon:5bceebc1-06e2-43fe-bf6e-72c9b9b25c92","Tympanocryptis pinguicolla","Agamidae",,"Grassland Earless Dragon","Listed under FFG Act",""
"Bergia ammannioides","https://id.biodiversity.org.au/node/apni/5039985","Bergia ammannioides","Elatinaceae",,"Water-fire","Vulnerable","Endangered"
"Ulota viridis viridis","https://id.biodiversity.org.au/node/ausmoss/10123702","Ulota viridis var. viridis","Orthotrichaceae",,"Pincushion Moss","Poorly Known","Least Concern/Unknown"
"Calostemma purpureum","https://id.biodiversity.org.au/node/apni/2907857","Calostemma purpureum","Amaryllidaceae",,"Garland Lily","Rare","Near Threatened"
"Cullen cinereum","https://id.biodiversity.org.au/node/apni/2888218","Cullen cinereum","Fabaceae",,"Hoary Scurf-pea","Endangered","Endangered"
"Ptychomitrium muelleri","https://id.biodiversity.org.au/node/ausmoss/10107065","Ptychomitrium muelleri","Ptychomitriaceae",,"Pincushion","Poorly Known","Least Concern/Unknown"
"Cyperus flaccidus","https://id.biodiversity.org.au/node/apni/2905164","Cyperus flaccidus","Cyperaceae",,"Lax Flat-sedge","Vulnerable","Endangered"
"Eucalyptus pauciflora subsp. hedraia","https://id.biodiversity.org.au/node/apni/2893006","Eucalyptus pauciflora subsp. hedraia","Myrtaceae",,"Cabbage Ash","Rare","Near Threatened"
"Prostanthera incisa","https://id.biodiversity.org.au/node/apni/2902306","Prostanthera incisa","Lamiaceae",,"Cut-leaf Mint-bush","Rare","Near Threatened"
"Bolboschoenus fluviatilis","https://id.biodiversity.org.au/node/apni/2886595","Bolboschoenus fluviatilis","Cyperaceae",,"Marsh Club-rush","Poorly Known","Least Concern/Unknown"
"Caladenia maritima","https://id.biodiversity.org.au/name/apni/162939","Caladenia maritima","Orchidaceae",,"Angahook Pink-fingers","Endangered","Endangered"
"Cardamine tenuifolia (small-flower form)","ALA_Cardamine_tenuifolia_small_flower_form","Cardamine tenuifolia (small-flower form)",,,"Slender Bitter-cress","Poorly Known","Least Concern/Unknown"
"Notoperata sparsa","urn:lsid:biodiversity.org.au:afd.taxon:c09f4412-6e6b-4644-9a8a-6bed5f74d603","Notoperata sparsa","Leptoceridae",,"Caddisfly","Vulnerable","Endangered"
"Brasenia schreberi","https://id.biodiversity.org.au/node/apni/2889046","Brasenia schreberi","Cabombaceae",,"Water Shield","Vulnerable","Endangered"
"Diporiphora nobbi nobbi","ALA_Diporiphora_nobbi_nobbi","Diporiphora nobbi nobbi",,,"Nobbi Dragon","Data Deficient or Delisted","Least Concern/Unknown"
"Hypocreopsis sp. A (Nyora)","ALA_Hypocreopsis_sp_A_Nyora","Hypocreopsis sp. A (Nyora)",,,"Clasping Hypocreopsis","Listed under FFG Act",""
"Macquaria australasica","urn:lsid:biodiversity.org.au:afd.taxon:42c0f534-bbaa-46ed-90d6-4a78d69fb0e4","Macquaria australasica","Percichthyidae",,"Macquarie Perch","Listed under FFG Act",""
"Adiantum diaphanum","https://id.biodiversity.org.au/node/apni/2904530","Adiantum diaphanum","Pteridaceae",,"Filmy Maidenhair","Listed under FFG Act",""
"Racopilum cuspidigerum var. cuspidigerum","https://id.biodiversity.org.au/node/ausmoss/10108621","Racopilum cuspidigerum var. cuspidigerum","Racopilaceae",,"Carpet Moss","Poorly Known","Least Concern/Unknown"
"Litoria spenceri","urn:lsid:biodiversity.org.au:afd.taxon:6557c054-d536-47fc-b03f-ba2a751701b5","Litoria spenceri","Hylidae",,"Spotted Tree Frog","Listed under FFG Act",""
"Cardamine tenuifolia","https://id.biodiversity.org.au/node/apni/2889623","Cardamine tenuifolia","Brassicaceae",,"Slender Bitter Cress","Poorly Known","Least Concern/Unknown"
"Candalides heathi ssp.","ALA_Candalides_heathi_ssp","Candalides heathi ssp.",,,"Rayed Blue Butterfly (wimmera Form)","Listed under FFG Act",""
"Struthidea cinerea","urn:lsid:biodiversity.org.au:afd.taxon:32162b04-1a74-4609-a625-87b1d43bec43","Struthidea cinerea","Corcoracidae",,"Apostlebird","Listed under FFG Act",""
"Temognatha pascoei","urn:lsid:biodiversity.org.au:afd.taxon:6dfb873e-3de8-4f30-a111-7900c2f2748f","Temognatha pascoei","Buprestidae",,"Jewel Beetle","Data Deficient or Delisted","Least Concern/Unknown"
"Nymphoides montana","https://id.biodiversity.org.au/node/apni/2893642","Nymphoides montana","Menyanthaceae",,"Entire Marshwort","Rare","Near Threatened"
"Bassethullia glypta","urn:lsid:biodiversity.org.au:afd.taxon:697174dc-04ac-494a-8b19-3b519f2ad270","Bassethullia glypta","Acanthochitonidae",,"Chiton","Listed under FFG Act",""
"Podolepis muelleri","https://id.biodiversity.org.au/node/apni/2909322","Podolepis muelleri","Asteraceae",,"Podolepis","Listed under FFG Act",""
"Myrmecia sp. 17","ALA_Myrmecia_sp_17","Myrmecia sp. 17",,,"Bullant","Listed under FFG Act",""
"Pultenaea platyphylla","https://id.biodiversity.org.au/node/apni/6372397","Pultenaea platyphylla","Fabaceae",,"Flat-leaf bush-pea","Rare","Near Threatened"
"Notoligotrichum australe","https://id.biodiversity.org.au/node/ausmoss/10099608","Notoligotrichum australe","Polytrichaceae",,"Alpine Smoothcap","Vulnerable","Endangered"
"Wahlenbergia graniticola","https://id.biodiversity.org.au/node/apni/2898413","Wahlenbergia graniticola","Campanulaceae",,"Granite Bluebells","Rare","Near Threatened"
"Pimelea spinescens","https://id.biodiversity.org.au/node/apni/2917786","Pimelea spinescens","Thymelaeaceae",,"Spiny Rice-flower","Endangered","Endangered"
"Pterostylis aff. alpina (Wilsons Promontory)","https://id.biodiversity.org.au/name/apni/74094","Pterostylis alpina","Orchidaceae",,"Promontory Greenhood","Poorly Known","Least Concern/Unknown"
"Leipoa ocellata","urn:lsid:biodiversity.org.au:afd.taxon:75e63252-bc20-4a58-9c5c-9399de34f846","Leipoa ocellata","Megapodiidae",,"Malleefowl","Listed under FFG Act",""
"Cardamine paucijuga","https://id.biodiversity.org.au/node/apni/2914100","Cardamine paucijuga","Brassicaceae",,"Annual Bitter-cress","Vulnerable","Endangered"
"Sida intricata","https://id.biodiversity.org.au/node/apni/2905542","Sida intricata","Malvaceae",,"Neverfail","Vulnerable","Endangered"
"Miniopterus schreibersii bassanii","ALA_Miniopterus_schreibersii_bassanii","Miniopterus schreibersii bassanii",,,"Common Bent-wing Bat (southern Ssp.)","Endangered","Endangered"
"Antipodia chaostola chares","urn:lsid:biodiversity.org.au:afd.taxon:8c1ea6cd-504a-4667-aeed-676cf9d2ba2b","Antipodia chaostola chares","Hesperiidae",,"Heath Sand-skipper","Data Deficient or Delisted","Least Concern/Unknown"
"Poa tenera","https://id.biodiversity.org.au/node/apni/2920577","Poa tenera","Poaceae",,"Slender Tussock Grass","Rare","Near Threatened"
"Pleuridium curvisetum","https://id.biodiversity.org.au/node/ausmoss/10103979","Pleuridium curvisetum","Ditrichaceae",,"Earth Moss","Poorly Known","Least Concern/Unknown"
"Schoenus melanostachys","https://id.biodiversity.org.au/node/apni/2909981","Schoenus melanostachys","Cyperaceae",,"Black Bog-rush","Rare","Near Threatened"
"Triglochin minutissima","https://id.biodiversity.org.au/node/apni/2912950","Triglochin minutissima","Juncaginaceae",,"Tiny Arrowgrass","Rare","Near Threatened"
"Prasophyllum gilgai","https://id.biodiversity.org.au/name/apni/205329","Prasophyllum gilgai","Orchidaceae",,"Gilgai Leek-orchid","Endangered","Endangered"
"Acacia sp. Gerang Gerung (M.G.Corrick 6451)","https://id.biodiversity.org.au/node/apni/2892563","Acacia sp. Gerang Gerung (M.G.Corrick 6451)","Fabaceae",,"Smooth Nealie","Vulnerable","Endangered"
"Rostratula australis","urn:lsid:biodiversity.org.au:afd.taxon:008f9f9d-9a91-4c34-9a2b-fd82c5a43e13","Rostratula australis","Rostratulidae",,"Australian Painted Snipe","Listed under FFG Act",""
"Pimelea spinescens subsp. spinescens","https://id.biodiversity.org.au/node/apni/2886202","Pimelea spinescens subsp. spinescens","Thymelaeaceae",,"Prickly Pimelea","Endangered","Endangered"
"Pultenaea gunnii subsp. tuberculata","https://id.biodiversity.org.au/node/apni/2906556","Pultenaea gunnii subsp. tuberculata","Fabaceae",,"Golden Bush-pea","Rare","Near Threatened"
"Pomaderris oraria","https://id.biodiversity.org.au/node/apni/2899899","Pomaderris oraria","Rhamnaceae",,"Bassian Pomaderris","Rare","Near Threatened"
