"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Prasophyllum tunbridgense","https://id.biodiversity.org.au/node/apni/2913837","Prasophyllum tunbridgense","Orchidaceae",,"Tunbridge Leek-orchid","Endangered","Endangered"
"Solanum opacum","https://id.biodiversity.org.au/node/apni/2898773","Solanum opacum","Solanaceae",,"Dark Nightshade","Endangered","Endangered"
"Pterostylis tunstallii","https://id.biodiversity.org.au/name/apni/75927","Pterostylis tunstallii","Orchidaceae",,"Granite Greenhood","Endangered","Endangered"
"Hydroptila scamandra","urn:lsid:biodiversity.org.au:afd.taxon:c2dbef45-eb14-4838-bb9b-a3eaf26cbbe3","Hydroptila scamandra","Hydroptilidae",,"Caddis Fly (upper Scamander River)","Rare","Near Threatened"
"Thelymitra antennifera","https://id.biodiversity.org.au/name/apni/96724","Thelymitra antennifera","Orchidaceae",,"Lemon Orchid","Endangered","Endangered"
"Boronia hippopala","https://id.biodiversity.org.au/node/apni/2886285","Boronia hippopala","Rutaceae",,"Velvet Boronia","Vulnerable","Endangered"
"Myriophyllum glomeratum","https://id.biodiversity.org.au/node/apni/2895682","Myriophyllum glomeratum","Haloragaceae",,"Clustered Water-milfoil","Extinct","Extinct"
"Haloniscus searlei","urn:lsid:biodiversity.org.au:afd.taxon:b6e330c2-415f-4f49-8701-95f6bbcbecd1","Haloniscus searlei","Scyphacidae",,"Salt Lake Slater","Endangered","Endangered"
"Caladenia australis","https://id.biodiversity.org.au/name/apni/119058","Caladenia australis","Orchidaceae",,"Southern Spider-orchid","Endangered","Endangered"
"Pilularia novae-hollandiae","https://id.biodiversity.org.au/node/apni/2905369","Pilularia novae-hollandiae","Marsileaceae",,"Austral Pillwort","Rare","Near Threatened"
"Epacris limbata","https://id.biodiversity.org.au/node/apni/2901387","Epacris limbata","Ericaceae",,"Border Heath","Endangered","Endangered"
"Calocephalus citreus","https://id.biodiversity.org.au/node/apni/2913446","Calocephalus citreus","Asteraceae",,"Lemon Beauty-heads","Rare","Near Threatened"
"Prostanthera rotundifolia","https://id.biodiversity.org.au/node/apni/2903585","Prostanthera rotundifolia","Lamiaceae",,"Round leaved Mint bush","Vulnerable","Endangered"
"Beddomeia trochiformis","urn:lsid:biodiversity.org.au:afd.taxon:7971944d-f76b-4e42-bc97-62d0c69475e5","Beddomeia trochiformis","Tateidae",,"Hydrobiid Snail (bowry Creek)","Rare","Near Threatened"
"Calystegia marginata","https://id.biodiversity.org.au/node/apni/2889788","Calystegia marginata","Convolvulaceae",,"Forest Bindweed","Endangered","Endangered"
"Scleranthus brockiei","https://id.biodiversity.org.au/node/apni/2894732","Scleranthus brockiei","Caryophyllaceae",,"Brock Knawel","Rare","Near Threatened"
"Stackhousia pulvinaris","https://id.biodiversity.org.au/node/apni/8447310","Stackhousia pulvinaris","Celastraceae",,"Alpine Stackhousia","Vulnerable","Endangered"
"Juncus fockei","https://id.biodiversity.org.au/node/apni/2896532","Juncus fockei","Juncaceae",,"Slender Joint-leaf Rush","Rare","Near Threatened"
"Luzula atrata","https://id.biodiversity.org.au/node/apni/2902843","Luzula atrata","Juncaceae",,"Slender Woodrush","Rare","Near Threatened"
"Lissotes latidens","urn:lsid:biodiversity.org.au:afd.taxon:139d0169-0454-4cfd-b6ab-523c9a6d5584","Lissotes latidens","Lucanidae",,"Wielangta Stag Beetle","Endangered","Endangered"
"Antipodia chaostola leucophaea","urn:lsid:biodiversity.org.au:afd.taxon:b154cd30-1971-4e34-a7af-5203b2cfcc0c","Antipodia chaostola leucophaea","Hesperiidae",,"Heath-sand Skipper","Endangered","Endangered"
"Thalassarche melanophris","urn:lsid:biodiversity.org.au:afd.taxon:f00842fd-351d-4a2b-959f-7e1a4b31379a","Thalassarche melanophris","Diomedeidae",,"Black-browed Albatross","Endangered","Endangered"
"Vallisneria australis","https://id.biodiversity.org.au/node/apni/2913888","Vallisneria australis","Hydrocharitaceae",,"River Ribbons","Rare","Near Threatened"
"Pomaderris paniculosa subsp. paralia","https://id.biodiversity.org.au/node/apni/2892072","Pomaderris paniculosa subsp. paralia","Rhamnaceae",,"Coast Pomaderris","Rare","Near Threatened"
"Diuris palustris","https://id.biodiversity.org.au/name/apni/95892","Diuris palustris","Orchidaceae",,"Swamp Diuris","Endangered","Endangered"
"Xanthorrhoea bracteata","https://id.biodiversity.org.au/node/apni/2911139","Xanthorrhoea bracteata","Xanthorrhoeaceae",,"Shiny Grasstree","Vulnerable","Endangered"
"Euphrasia collina subsp. tetragona","https://id.biodiversity.org.au/node/apni/2915789","Euphrasia collina subsp. tetragona","Scrophulariaceae",,"Northcoast Eyebright","Endangered","Endangered"
"Prototroctes maraena","urn:lsid:biodiversity.org.au:afd.taxon:8cd45a27-ba23-4dbc-b9be-d10ef2269b27","Prototroctes maraena","Retropinnidae",,"Australian Grayling","Vulnerable","Endangered"
"Hypotrachyna laevigata","https://id.biodiversity.org.au/name/apni/195961","Hypotrachyna laevigata","Parmeliaceae",,"Hypotrachyna Lichen","Vulnerable","Endangered"
"Pterostylis grandiflora","https://id.biodiversity.org.au/name/apni/74758","Pterostylis grandiflora","Orchidaceae",,"Cobra Greenhood","Rare","Near Threatened"
"Phrantela pupiformis","urn:lsid:biodiversity.org.au:afd.taxon:278114e8-0219-43f3-834b-433a1bc28ae9","Phrantela pupiformis","Tateidae",,"Hydrobiid Snail (tyenna River)","Rare","Near Threatened"
"Poa cookii","https://id.biodiversity.org.au/node/apni/2886517","Poa cookii","Poaceae",,"Cooks Tussockgrass","Endangered","Endangered"
"Nematoceras dienemum","https://id.biodiversity.org.au/node/apni/2915977","Nematoceras dienemum","Orchidaceae",,"Windswept Helmet-orchid","Vulnerable","Endangered"
"Deyeuxia densa","https://id.biodiversity.org.au/node/apni/2890888","Deyeuxia densa","Poaceae",,"Heath Bent-grass","Rare","Near Threatened"
"Senecio macrocarpus","https://id.biodiversity.org.au/node/apni/2890874","Senecio macrocarpus","Asteraceae",,"Large-headed Groundsel","Extinct","Extinct"
"Xanthoparmelia mannumensis","https://id.biodiversity.org.au/name/apni/164204","Xanthoparmelia mannumensis","Parmeliaceae",,,"Vulnerable","Endangered"
"Onchotelson brevicaudatus","urn:lsid:biodiversity.org.au:afd.taxon:595180bc-a43f-437f-82ee-3d60a0e64a2f","Onchotelson brevicaudatus","Phreatoicidae",,"Isopod (great Lake & Shannon Lagoon)","Rare","Near Threatened"
"Hypoxis vaginata","https://id.biodiversity.org.au/node/apni/7462962","Pauridia vaginata","Hypoxidaceae",,"Yellow Star","Rare","Near Threatened"
"Parvulastra vivipara","urn:lsid:biodiversity.org.au:afd.taxon:ef8cbfc1-545b-4e8c-9845-ec2938bc7960","Parvulastra vivipara","Asterinidae",,"Live-bearing Seastar","Vulnerable","Endangered"
"Deschampsia gracillima","https://id.biodiversity.org.au/node/apni/2895389","Deschampsia gracillima","Poaceae",,"Slender Hairgrass","Rare","Near Threatened"
"Parvotettix rangaensis","urn:lsid:biodiversity.org.au:afd.taxon:302c9334-dd52-4f12-be3c-a68d69ba04b8","Parvotettix rangaensis","Rhaphidophoridae",,"Cave Cricket","Rare","Near Threatened"
"Chelonia mydas","urn:lsid:biodiversity.org.au:afd.taxon:2d605472-979b-49b4-aed3-03a384e9f706","Chelonia mydas","Cheloniidae",,"Green Turtle","Vulnerable","Endangered"
"Eucalyptus gunnii","https://id.biodiversity.org.au/node/apni/7635785","Eucalyptus gunnii","Myrtaceae",,"Cider Gum","Endangered","Endangered"
"Sternula albifrons sinensis","urn:lsid:biodiversity.org.au:afd.taxon:ac54045f-ad79-4cf2-9c66-260fe2fe70f5","Sternula albifrons sinensis","Laridae",,"Little Tern","Endangered","Endangered"
"Carex cephalotes","https://id.biodiversity.org.au/node/apni/2892693","Carex pyrenaica var. cephalotes","Cyperaceae",,"Snow Sedge","Rare","Near Threatened"
"Austrocynoglossum latifolium","https://id.biodiversity.org.au/node/apni/2889241","Austrocynoglossum latifolium","Boraginaceae",,"Forest Hound's-tooth","Rare","Near Threatened"
"Goedetrechus parallelus","urn:lsid:biodiversity.org.au:afd.taxon:773f84ba-4e8d-4e6d-bd94-e2a681c939ad","Goedetrechus parallelus","Carabidae",,"Cave Beetle (junee-florentine)","Vulnerable","Endangered"
"Tasmanotrechus cockerilli","urn:lsid:biodiversity.org.au:afd.taxon:d80624e6-89f5-48ec-aa96-a484b9782c3e","Tasmanotrechus cockerilli","Carabidae",,"Cave Beetle (mole Creek)","Rare","Near Threatened"
"Beddomeia waterhouseae","urn:lsid:biodiversity.org.au:afd.taxon:94836bfe-8891-43c6-81d9-1284b633e420","Beddomeia waterhouseae","Tateidae",,"Hydrobiid Snail (clayton's Rivulet)","Endangered","Endangered"
"Austrostipa blackii","https://id.biodiversity.org.au/node/apni/2886198","Austrostipa blackii","Poaceae",,"Crested Spear-grass","Rare","Near Threatened"
"Epacris apsleyensis","https://id.biodiversity.org.au/node/apni/2900785","Epacris apsleyensis","Ericaceae",,"Apsley Heath","Endangered","Endangered"
"Leucocarbo atriceps purpurascens","urn:lsid:biodiversity.org.au:afd.taxon:ca525d72-9a79-4801-a11b-3164973932bb","Leucocarbo atriceps purpurascens","Phalacrocoracidae",,"Imperial Shag (macquarie Island)","Vulnerable","Endangered"
"Milligania longifolia","https://id.biodiversity.org.au/node/apni/2908987","Milligania longifolia","Asteliaceae",,"Longleaf Milligania","Rare","Near Threatened"
"Cetraria islandica subsp. antarctica","https://id.biodiversity.org.au/name/apni/139910","Cetraria islandica subsp. antarctica","Parmeliaceae",,,"Rare","Near Threatened"
"Uramphisopus pearsoni","urn:lsid:biodiversity.org.au:afd.taxon:1084b70f-25ae-4408-801f-a20ecfc93e0b","Uramphisopus pearsoni","Phreatoicidae",,"Isopod (great Lake)","Rare","Near Threatened"
"Eucalyptus globulus subsp. pseudoglobulus","https://id.biodiversity.org.au/node/apni/2896653","Eucalyptus globulus subsp. pseudoglobulus","Myrtaceae",,"Victorian eurabbie","Rare","Near Threatened"
"Corybas fordhamii","https://id.biodiversity.org.au/name/apni/81710","Corybas fordhamii","Orchidaceae",,"Banded Helmet Orchid","Endangered","Endangered"
"Prasophyllum apoxychilum","https://id.biodiversity.org.au/node/apni/2915254","Prasophyllum apoxychilum","Orchidaceae",,"Tapered Leek-orchid","Endangered","Endangered"
"Lachnagrostis punicea subsp. filifolia","https://id.biodiversity.org.au/node/apni/2906398","Lachnagrostis punicea subsp. filifolia","Poaceae",,"Narrow-leaf Blown-grass","Rare","Near Threatened"
"Orphninotrichia maculata","urn:lsid:biodiversity.org.au:afd.taxon:406be4d8-f7d0-40c0-ab97-acb4a482f12a","Orphninotrichia maculata","Hydroptilidae",,"Caddis Fly (wedge River)","Rare","Near Threatened"
"Pimelea flava subsp. flava","https://id.biodiversity.org.au/node/apni/2907054","Pimelea flava subsp. flava","Thymelaeaceae",,"Yellow Rice-flower","Rare","Near Threatened"
"Acacia axillaris","https://id.biodiversity.org.au/node/apni/2911902","Acacia axillaris","Fabaceae",,"Midlands Wattle","Vulnerable","Endangered"
"Epacris grandis","https://id.biodiversity.org.au/node/apni/2891137","Epacris grandis","Ericaceae",,"Tall Heath","Endangered","Endangered"
"Beddomeia angulata","urn:lsid:biodiversity.org.au:afd.taxon:585691aa-6c67-4e54-8e20-d98c5955a989","Beddomeia angulata","Tateidae",,"Hydrobiid Snail (rabid River)","Rare","Near Threatened"
"Thelymitra mucida","https://id.biodiversity.org.au/name/apni/116008","Thelymitra mucida","Orchidaceae",,"Plum Orchid","Rare","Near Threatened"
"Prasophyllum stellatum","https://id.biodiversity.org.au/node/apni/2920694","Prasophyllum stellatum","Orchidaceae",,"Ben Lomond Leek-orchid","Endangered","Endangered"
"Trithuria submersa","https://id.biodiversity.org.au/node/apni/7022449","Trithuria submersa","Hydatellaceae",,"Juncella","Rare","Near Threatened"
"Caladenia cardiochila","https://id.biodiversity.org.au/node/apni/2900910","Caladenia tessellata","Orchidaceae",,"Heart-lip Spider Orchid","Extinct","Extinct"
"Hypolepis muelleri","https://id.biodiversity.org.au/node/apni/2906597","Hypolepis muelleri","Dennstaedtiaceae",,"Harsh Ground Fern","Rare","Near Threatened"
"Plantago glacialis","https://id.biodiversity.org.au/node/apni/7744969","Plantago glacialis","Plantaginaceae",,"Small Star Plantain","Rare","Near Threatened"
"Beddomeia ronaldi","urn:lsid:biodiversity.org.au:afd.taxon:86141520-f1cf-444b-aac9-0aae17ced47e","Beddomeia ronaldi","Tateidae",,"Hydrobiid Snail (st. Patricks River)","Endangered","Endangered"
"Agrostis aff. hiemalis","https://id.biodiversity.org.au/node/apni/2897042","Agrostis bettyae","Poaceae",,"Alpine Winter Bent","Rare","Near Threatened"
"Austrostipa scabra","https://id.biodiversity.org.au/node/apni/2887715","Austrostipa scabra","Poaceae",,"Rough Speargrass","Rare","Near Threatened"
"Comesperma defoliatum","https://id.biodiversity.org.au/node/apni/2910175","Comesperma defoliatum","Polygalaceae",,"Leafless Milkwort","Rare","Near Threatened"
"Lissotes latidens","urn:lsid:biodiversity.org.au:afd.taxon:139d0169-0454-4cfd-b6ab-523c9a6d5584","Lissotes latidens","Lucanidae",,"Wielangta Stag Beetle","Endangered","Endangered"
"Parmelina pallida","ALA_Parmelina_pallida","Parmelina pallida",,,,"Endangered","Endangered"
"Xanthorrhoea arenaria","https://id.biodiversity.org.au/node/apni/2918552","Xanthorrhoea arenaria","Xanthorrhoeaceae",,"Sand Grasstree","Vulnerable","Endangered"
"Beddomeia phasianella","urn:lsid:biodiversity.org.au:afd.taxon:d747453b-dd8b-4a2b-a7e2-6a6cbc6aca13","Beddomeia phasianella","Tateidae",,"Hydrobiid Snail (keddies Creek)","Vulnerable","Endangered"
"Punctelia subflava","https://id.biodiversity.org.au/name/apni/132078","Punctelia subflava","Parmeliaceae",,,"Extinct","Extinct"
"Arctocephalus forsteri","urn:lsid:biodiversity.org.au:afd.taxon:228103e0-89a0-427d-b82c-c89d494f3611","Arctocephalus forsteri","Otariidae",,"New Zealand Fur-seal","Rare","Near Threatened"
"Ozothamnus selaginoides","https://id.biodiversity.org.au/node/apni/2886055","Ozothamnus selaginoides","Asteraceae",,"Table Mountain Daisy Bush","Extinct","Extinct"
"Engaeus yabbimunna","urn:lsid:biodiversity.org.au:afd.taxon:b1a0543b-0bf1-4db5-a9f0-55d4707e2c40","Engaeus yabbimunna","Parastacidae",,"Burnie Burrowing Crayfish","Vulnerable","Endangered"
"Calycidium cuneatum","NZOR-6-59806","Calycidium cuneatum","Calycidiaceae",,,"Rare","Near Threatened"
"Haloragis heterophylla","https://id.biodiversity.org.au/node/apni/2907198","Haloragis heterophylla","Haloragaceae",,"Variable raspwort""","Rare","Near Threatened"
"Vittadinia gracilis","https://id.biodiversity.org.au/node/apni/2903267","Vittadinia gracilis","Asteraceae",,"Woolly New Holland Daisy","Rare","Near Threatened"
"Vittadinia australasica var. oricola","https://id.biodiversity.org.au/node/apni/2898033","Vittadinia australasica var. oricola","Asteraceae",,"Coastal New Holland Daisy","Endangered","Endangered"
"Schoenus latelaminatus","https://id.biodiversity.org.au/node/apni/2917819","Schoenus latelaminatus","Cyperaceae",,"Medusa Bog-rush","Endangered","Endangered"
"Chrysolarentia decisaria","urn:lsid:biodiversity.org.au:afd.taxon:67075d8b-240d-4fc4-9222-95a724326676","Chrysolarentia decisaria","Geometridae",,"Tunbridge Looper Moth","Endangered","Endangered"
"Australopyrum velutinum","https://id.biodiversity.org.au/node/apni/2907831","Australopyrum velutinum","Poaceae",,"Mountain Wheat Grass","Rare","Near Threatened"
"Caesia calliantha","https://id.biodiversity.org.au/node/apni/2892734","Caesia calliantha","Hemerocallidaceae",,"Blue Grass-lily","Rare","Near Threatened"
"Lasiopetalum baueri","https://id.biodiversity.org.au/node/apni/2896212","Lasiopetalum baueri","Malvaceae",,"Slender Velvet-bush","Rare","Near Threatened"
"Cryptostylis leptochila","https://id.biodiversity.org.au/name/apni/89013","Cryptostylis leptochila","Orchidaceae",,"Small Tongue Orchid","Endangered","Endangered"
"Tyto (Megastrix) novaehollandiae castanops","urn:lsid:biodiversity.org.au:afd.taxon:993a29a1-d267-49f9-b547-cbf5d1d03d6a","Tyto (Megastrix) novaehollandiae castanops","Tytonidae",,"Masked Owl","Endangered","Endangered"
"Limnodynastes peroni","urn:lsid:biodiversity.org.au:afd.taxon:475b04bd-e644-41ab-947a-02884d11aab4","Limnodynastes peronii","Limnodynastidae",,"Brown Frog, Brown-striped Frog, Night Frog, Peron's Marsh Frog, Swamp Frog","Endangered","Endangered"
"Amphibromus macrorhinus","https://id.biodiversity.org.au/node/apni/2916650","Amphibromus macrorhinus","Poaceae",,"Long-nosed Swamp Wallaby Grass","Endangered","Endangered"
"Prasophyllum atratum","https://id.biodiversity.org.au/name/apni/205328","Prasophyllum atratum","Orchidaceae",,"Three Hummock Leek-orchid","Endangered","Endangered"
"Lepilaena preissii","63616005","Lepilaena preissii","Zannichelliaceae",,"Slender Water Mat","Rare","Near Threatened"
"Caladenia dienema","https://id.biodiversity.org.au/node/apni/2916335","Caladenia dienema","Orchidaceae",,"Windswept Spider-orchid","Endangered","Endangered"
"Pterostylis cucullata subsp. cucullata","https://id.biodiversity.org.au/node/apni/2912254","Pterostylis cucullata subsp. cucullata","Orchidaceae",,"Leafy Greenhood","Endangered","Endangered"
"Thelymitra antennifera","https://id.biodiversity.org.au/name/apni/96724","Thelymitra antennifera","Orchidaceae",,"Lemon Orchid","Endangered","Endangered"
"Enchymus","urn:lsid:biodiversity.org.au:afd.taxon:fd01245f-8f41-4418-bc1a-08483c0e8627","Enchymus","Curculionidae",,"Weldborough Forest Weevil","Rare","Near Threatened"
"Accipiter (Leucospiza) novaehollandiae","urn:lsid:biodiversity.org.au:afd.taxon:77bf4e01-90bc-4763-b70b-6e699e61a44e","Accipiter (Leucospiza) novaehollandiae","Accipitridae",,"Grey Goshawk","Endangered","Endangered"
"Glossostigma elatinoides","https://id.biodiversity.org.au/node/apni/2888855","Glossostigma elatinoides","Phrymaceae",,"Small Mud-mat","Rare","Near Threatened"
"Oreixenica ptunarra","urn:lsid:biodiversity.org.au:afd.taxon:ee5bed64-3595-4c01-934e-a2b073abf094","Oreixenica ptunarra","Nymphalidae",,"Ptunarra Brown","Vulnerable","Endangered"
"Ruppia megacarpa","https://id.biodiversity.org.au/node/apni/2895599","Ruppia megacarpa","Ruppiaceae",,"Sea Tassel","Rare","Near Threatened"
"Thelymitra atronitida","https://id.biodiversity.org.au/name/apni/164764","Thelymitra atronitida","Orchidaceae",,"Black-hooded Sun Orchid","Endangered","Endangered"
"Senecio velleioides","https://id.biodiversity.org.au/node/apni/2901330","Senecio velleioides","Asteraceae",,"Forest Groundsel","Rare","Near Threatened"
"Juncus vaginatus","https://id.biodiversity.org.au/node/apni/2910518","Juncus vaginatus","Juncaceae",,"Clustered Rush","Rare","Near Threatened"
"Epilobium willisii","https://id.biodiversity.org.au/node/apni/2898214","Epilobium willisii","Onagraceae",,"Carpet Willow-herb","Rare","Near Threatened"
"Viola caleyana","https://id.biodiversity.org.au/node/apni/2909983","Viola caleyana","Violaceae",,"Swamp Violet","Rare","Near Threatened"
"Micropathus kiernani","urn:lsid:biodiversity.org.au:afd.taxon:ddc731df-7edb-48ea-a820-e55f162893eb","Micropathus kiernani","Rhaphidophoridae",,"Southern Sandstone Cave Cricket","Endangered","Endangered"
"Banksia integrifolia subsp. integrifolia","https://id.biodiversity.org.au/node/apni/2891324","Banksia integrifolia subsp. integrifolia","Proteaceae",,"Coast Banksia","Extinct","Extinct"
"Wurmbea latifolia subsp. vanessae","https://id.biodiversity.org.au/node/apni/2897412","Wurmbea latifolia subsp. vanessae","Colchicaceae",,"Broad-leaf Nancy","Endangered","Endangered"
"Hedycarya angustifolia","https://id.biodiversity.org.au/node/apni/2906629","Hedycarya angustifolia","Monimiaceae",,"Austral Mulberry","Rare","Near Threatened"
"Corunastylis morrisii","https://id.biodiversity.org.au/name/apni/170816","Corunastylis morrisii","Orchidaceae",,"Bearded Midge-orchid","Endangered","Endangered"
"Calystegia sepium","https://id.biodiversity.org.au/node/apni/2893607","Calystegia sepium","Convolvulaceae",,"Great Bindweed","Rare","Near Threatened"
"Pterostylis tunstallii","https://id.biodiversity.org.au/name/apni/75927","Pterostylis tunstallii","Orchidaceae",,"Granite Greenhood","Endangered","Endangered"
"Brachionichthys hirsutus","urn:lsid:biodiversity.org.au:afd.taxon:fa0c82af-92b0-4988-82f5-c0a261ac6fb5","Brachionichthys hirsutus","Brachionichthyidae",,"Spotted Handfish","Endangered","Endangered"
"Mesacanthotelson tasmaniae","urn:lsid:biodiversity.org.au:afd.taxon:a5691966-ec98-49b7-98b5-79cd114d0110","Mesacanthotelson tasmaniae","Phreatoicidae",,"Isopod (great Lake)","Rare","Near Threatened"
"Geum talbotianum","https://id.biodiversity.org.au/node/apni/2890686","Geum talbotianum","Rosaceae",,"Tasmanian Snowrose","Rare","Near Threatened"
"Beddomeia tasmanica","urn:lsid:biodiversity.org.au:afd.taxon:b07d25f7-59c3-461c-85f4-0c355353ac62","Beddomeia tasmanica","Tateidae",,"Hydrobiid Snail (terrys Creek)","Rare","Near Threatened"
"Beddomeia lodderae","urn:lsid:biodiversity.org.au:afd.taxon:f8b7fef8-4ea6-4078-aeda-c91ad1ea4c37","Beddomeia lodderae","Tateidae",,"Hydrobiid Snail (upper Castra Rivulet)","Vulnerable","Endangered"
"Planocarpa nitida","https://id.biodiversity.org.au/node/apni/2917424","Planocarpa nitida","Ericaceae",,"Black Cheeseberry","Rare","Near Threatened"
"Hoplogonus bornemisszai","urn:lsid:biodiversity.org.au:afd.taxon:00e7199a-93fd-4efe-b3f3-3853e527fda0","Hoplogonus bornemisszai","Lucanidae",,"Bornemissza's Stag Beetle","Endangered","Endangered"
"Pterostylis pratensis","https://id.biodiversity.org.au/node/apni/2906647","Pterostylis pratensis","Orchidaceae",,"Liawenee Greenhood","Vulnerable","Endangered"
"Echinodillo cavaticus","urn:lsid:biodiversity.org.au:afd.taxon:4819377e-1aea-424d-b3d2-d850217391d6","Echinodillo cavaticus","Armadillidae",,"Flinders Island Cave Slater","Rare","Near Threatened"
"Triptilodiscus pygmaeus","https://id.biodiversity.org.au/node/apni/2909401","Triptilodiscus pygmaeus","Asteraceae",,"Common Sunray","Vulnerable","Endangered"
"Migas plomleyi","urn:lsid:biodiversity.org.au:afd.taxon:4dcb99c0-e84f-4d28-936e-92a543a9db22","Migas plomleyi","Migidae",,"Cataract Gorge Cave Spider","Rare","Near Threatened"
"Carex capillacea","https://id.biodiversity.org.au/node/apni/2911264","Carex rara subsp. capillacea","Cyperaceae",,"Hair Sedge","Rare","Near Threatened"
"Caretta caretta","urn:lsid:biodiversity.org.au:afd.taxon:910b27e8-19c3-4194-b55a-fd95a80ccdf9","Caretta caretta","Cheloniidae",,"Loggerhead Turtle","Endangered","Endangered"
"Diomedea exulans exulans","urn:lsid:biodiversity.org.au:afd.taxon:4eed45a2-d155-4feb-851b-4738b9582a13","Diomedea exulans exulans","Diomedeidae",,"Wandering Albatross","Endangered","Endangered"
"Taraxacum aristum","https://id.biodiversity.org.au/taxon/apni/51269002","Taraxacum aristum","Asteraceae",,"Mountain Dandelion","Rare","Near Threatened"
"Taskiropsyche lacustris","urn:lsid:biodiversity.org.au:afd.taxon:e59f6a4f-93ae-4cf4-bf14-afa2795a46b6","Taskiropsyche lacustris","Kokiriidae",,"Caddis Fly (lake Pedder)","Endangered","Endangered"
"Isolepis habra","https://id.biodiversity.org.au/node/apni/2887740","Isolepis habra","Cyperaceae",,"Wispy Clubsedge","Rare","Near Threatened"
"Stenopetalum lineare","https://id.biodiversity.org.au/node/apni/2905618","Stenopetalum lineare","Brassicaceae",,"Enmerta","Endangered","Endangered"
"Onchotelson spatulatus","urn:lsid:biodiversity.org.au:afd.taxon:5e26aedf-d0e7-4835-88fc-0eff8ec03ec6","Onchotelson spatulatus","Phreatoicidae",,"Isopod (great Lake)","Endangered","Endangered"
"Xanthoparmelia mannumensis","https://id.biodiversity.org.au/name/apni/164204","Xanthoparmelia mannumensis","Parmeliaceae",,,"Vulnerable","Endangered"
"Hibbertia virgata","https://id.biodiversity.org.au/node/apni/2911937","Hibbertia virgata","Dilleniaceae",,"Guinea-flower","Rare","Near Threatened"
"Antipodia chaostola leucophaea","urn:lsid:biodiversity.org.au:afd.taxon:b154cd30-1971-4e34-a7af-5203b2cfcc0c","Antipodia chaostola leucophaea","Hesperiidae",,"Heath-sand Skipper","Endangered","Endangered"
"Aphelia gracilis","https://id.biodiversity.org.au/node/apni/2899707","Aphelia gracilis","Centrolepidaceae",,"Slender Aphelia","Rare","Near Threatened"
"Veronica plebeia","https://id.biodiversity.org.au/node/apni/2911551","Veronica plebeia","Plantaginaceae",,"Creeping Speedwell","Rare","Near Threatened"
"Pultenaea sericea","https://id.biodiversity.org.au/node/apni/2890309","Pultenaea sericea","Fabaceae",,"Chaffy bush-pea","Vulnerable","Endangered"
"Prasophyllum milfordense","https://id.biodiversity.org.au/node/apni/2919270","Prasophyllum milfordense","Orchidaceae",,"Milford Leek-orchid","Endangered","Endangered"
"Mirounga leonina","urn:lsid:biodiversity.org.au:afd.taxon:3b127a18-0d9e-408e-b622-6dadbdc9f2f3","Mirounga leonina","Phocidae",,"Southern Elephant Seal","Endangered","Endangered"
"Pultenaea prostrata","https://id.biodiversity.org.au/node/apni/2913149","Pultenaea prostrata","Fabaceae",,"Silky Bushpea","Vulnerable","Endangered"
"Cyathea cunninghamii","https://id.biodiversity.org.au/node/apni/2907865","Cyathea cunninghamii","Cyatheaceae",,"Slender Tree Fern","Endangered","Endangered"
"Litoria raniformis","urn:lsid:biodiversity.org.au:afd.taxon:a0b0cf8c-3a93-40d9-ad8e-37b77783bea9","Litoria raniformis","Hylidae",,"Southern Bell Frog","Vulnerable","Endangered"
"Beddomeia camensis","urn:lsid:biodiversity.org.au:afd.taxon:8132ed9a-2d6f-4085-b1da-bb9ec4a07a5d","Beddomeia camensis","Tateidae",,"Hydrobiid Snail (cam River)","Endangered","Endangered"
"Corunastylis nuda","https://id.biodiversity.org.au/name/apni/169573","Corunastylis nuda","Orchidaceae",,"Tiny Midge-orchid","Rare","Near Threatened"
"Pomaderris intermedia","https://id.biodiversity.org.au/node/apni/2906704","Pomaderris intermedia","Rhamnaceae",,"Lemon Dogwood","Rare","Near Threatened"
"Eucalyptus risdonii","https://id.biodiversity.org.au/node/apni/2890652","Eucalyptus risdonii","Myrtaceae",,"Risdon Peppermint","Rare","Near Threatened"
"Callitriche umbonata","https://id.biodiversity.org.au/node/apni/2900062","Callitriche umbonata","Plantaginaceae",,"Water Starwort","Rare","Near Threatened"
"Epacris moscaliana","https://id.biodiversity.org.au/node/apni/2913373","Epacris moscaliana","Ericaceae",,"Seepage Heath","Rare","Near Threatened"
"Beddomeia briansmithi","urn:lsid:biodiversity.org.au:afd.taxon:9ebce957-667e-4de6-a288-ecdb4b69b154","Beddomeia briansmithi","Tateidae",,"Hydrobiid Snail (fern Creek)","Vulnerable","Endangered"
"Limnodynastes peronii","urn:lsid:biodiversity.org.au:afd.taxon:475b04bd-e644-41ab-947a-02884d11aab4","Limnodynastes peronii","Limnodynastidae",,"Striped Marsh Frog","Endangered","Endangered"
"Eretmochelys imbricata","urn:lsid:biodiversity.org.au:afd.taxon:96133221-771a-40d0-8368-ad428a55aaaa","Eretmochelys imbricata","Cheloniidae",,"Hawksbill Turtle","Vulnerable","Endangered"
"Poa mollis","https://id.biodiversity.org.au/node/apni/2893890","Poa mollis","Poaceae",,"Soft Tussockgrass","Rare","Near Threatened"
