taxonId,scientificName,vernacularName,WA Status,WA Rank,DBCA District,Distribution,taxonRemarks,status,sourceStatus,status description,class,category,sensitivityZoneId
,Underwoodisaurus seorsus,Pilbara barking gecko,,,,,,Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",REPTILE,P2,WA
,Vespadelus douglasorum,yellow-lipped cave bat,,,,,,Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",MAMMAL,P2,WA
,Westraltrachia lievreana,Le Lievre Ridge camaenid land snail,,,,,,Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",INVERTEBRATE,P2,WA
,Westraltrachia subtila,a camaenid land snail (Ninety Seven Mile Creek),,,,,,Priority 2: Poorly-known species,P2,"Priority 2: Poorly-known species - known from few locations, some on conservation lands",INVERTEBRATE,P2,WA
14110,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),,3,,Karratha,"Onslow, Yaraloola Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43021,Abutilon sp. Pritzelianum (S. van Leeuwen 5095),,3,,"Karratha,Geraldton","Carnarvon, Port Headland, Lake McLeod, Gascoyne Junction, Mardathuna Stn., Onslow,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
44442,Acacia adjutrices,,3,,Great Southern,"Brookton, Pingelly, Tutanning, Darkin Swamp",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13074,Acacia alexandri,,3,,Exmouth,"Cape Range, Exmouth",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3210,Acacia anarthros,,3,,"Moora,Perth Hills,Great Southern","East of Wannamal, Hay Flat NR, Calingiri, Yerecoin, Lake Mears, Pingelly",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14048,Acacia ancistrophylla var. perarcuata,,3,,"Esperance,Great Southern,Central Wheatbelt","Bruce Rock, Carrabin, Mukinbudin, Korbel, Dundas, Mt Andrew,Nungarin, Westonia, Merredin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14725,Acacia ataxiphylla subsp. ataxiphylla,,3,,"Albany,Great Southern","Albany, Cranbrook, Jingalup, Kojonup, Chillerup, Bokal",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19507,Acacia atopa,,3,,Geraldton,"Winderie, Dalgety Downs, Kennedy Range, Dairy Creek",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3230,Acacia auricoma,,3,,Kalgoorlie,"Anne Range, Northern Territory",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41461,Acacia bartlei,,3,,Esperance,"Scaddan, Mt Burdett",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14611,Acacia bifaria,,3,,Albany,"Ravensthorpe, Fitzgerald",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13509,Acacia brachyphylla var. recurvata,,3,,"Albany,Great Southern","Jerramungup, Nyabing, Kukerin, Pingrup, Highbury",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
31072,Acacia burrowsiana,,3,,"Kalgoorlie,Geraldton","Mt Magnet, Lake Mason, Cue, Sanstone, Lorna Glen Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3252,Acacia campylophylla,,3,,"Perth Hills,Great Southern,Central Wheatbelt","York, Northam, Tammin, Wyalkatchem, Dowerin, Quairading, Pantapin, Meckering",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43585,Acacia claviseta,,3,,East Kimberley,"Bedford Downs Station, Osmond Range, Pompeys Pillar, NT",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14623,Acacia crenulata,,3,,"Kalgoorlie,Central Wheatbelt","Southern Cross, Carrabin, Bullabulling, Walyahmoning Rock, Chiddarcooping, Sandford Rocks N.R., Marvel Loch",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14066,Acacia cummingiana,,3,,"Moora,Perth Hills","Moora, Barberton, Badgingarra, Wannamal, Dandaragan, Watheroo N.P., Boonanaring",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43555,Acacia cyclocarpa,,3,,East Kimberley,Prince Regent River,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14068,Acacia cylindrica,,3,,"Kalgoorlie,Central Wheatbelt","Southern Cross, Mt Correll, Kulja, Hunt Range, Kalannie, Chiddarcooping N.R., Mollerin N.R., Mt Manning Range, Ennuin Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3286,Acacia daweana,,3,,Karratha,"Hamersley Range, Karijini N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3287,Acacia deflexa,,3,,"Great Southern,Central Wheatbelt","Toolibin, Bendering, Wickepin, Wongan Hills, Corrigin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14069,Acacia desertorum var. nudipes,,3,,"Kalgoorlie,Central Wheatbelt","Ghooli, Southern Cross, Yellowdine, Mt Dimer",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43561,Acacia diastemata,,3,,East Kimberley,"Drysdale River N.P., Roe River, Prince Regent River N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14619,Acacia dissona var. indoloria,,3,,"Kalgoorlie,Esperance,Great Southern,Central Wheatbelt","Kulja, Bruce Rock, Muntadgin, Frank Hann N.P., Ballidu, Dragon Rocks N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3309,Acacia drepanophylla,,3,,"Geraldton,Shark Bay","Overlander, Billabong R/H, Coburn Stn, Hamelin, Yaringa. Peron Peninsula",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11229,Acacia drummondii subsp. affinis,,3,,"Moora,Geraldton,Perth Hills","Bindoon, Muchea, Julimar, Wannamal, Mullewa, New Norcia, Drummond NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3316,Acacia effusa,,3,,Karratha,"Mt Bruce, Hamersley Ra., Karijini N.P., Juna Downs",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3319,Acacia epacantha,,3,,Moora,"Dandaragan, Badgingarra, Eneabba, Lesueur",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16014,Acacia eremophila var. Numerous-nerved variant (A.S.George 11924),,3,,"Kalgoorlie,Esperance","Norseman, Neale Junction, Great Victoria Desert, Balladonia, Plumridge Lakes",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16121,Acacia eremophila var. variabilis,,3,,"Kalgoorlie,Esperance,Central Wheatbelt","Ardath, Comet Vale, Zanthus, Balladonia, Lake Moore",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14681,Acacia errabunda,,3,,"Albany,Great Southern","Ravensthorpe, Jerramungup, Broomehill",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14075,Acacia euthyphylla,,3,,Esperance,"Clyde Hill, Truslove, Mt Ney, Mt Ridley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3337,Acacia filifolia,,3,,"Moora,Central Wheatbelt","Wongan Hills, Burracoppin, Southern Cross, Coorow, Marchagee",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3338,Acacia flabellifolia,,3,,"Moora,Geraldton","Arrino, Watheroo, Eneabba",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14076,Acacia formidabilis,,3,,"Kalgoorlie,Geraldton,Central Wheatbelt","Wanarra, Perenjori, Paynes Find, Southern Cross, Warralackin, Bungalbin Hill",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14621,Acacia glaucissima,,3,,Esperance,"Salmon Gums, Mt Heywood, Mt Ney, Grass Patch",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3373,Acacia horridula,,3,,Perth Hills,Helena Valley - Serpentine,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14682,Acacia improcera,,3,,"Albany,Esperance,Great Southern","Ravensthorpe, Frank Hann N.P., Lake King, Mount Glasse, Grass Patch, Sheoak Hill",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3385,Acacia inophloia,,3,,"Great Southern,Central Wheatbelt","Pederah, Bendering, Muntadgin, Moora, Mt Bebb, Kulin, Wialcutting N.R., Bilbarin, Billericay, Narembeen",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3386,Acacia inops,,3,,Blackwood,"Margaret River, Yelverton, Witchcliffe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14122,Acacia isoneura subsp. isoneura,,3,,"Moora,Geraldton,Central Wheatbelt","Mingenew, Three Springs, Caron, Buntine, Perenjori, Wubin, Eurardy",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14123,Acacia isoneura subsp. nimia,,3,,"Moora,Geraldton,Central Wheatbelt","Billabong, Murchison River, Ajana, Coorow, Watheroo",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13917,Acacia jasperensis,,3,,East Kimberley,"Berkeley River, Kununurra, N.T.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
44443,Acacia keigheryi,,3,,Albany,"Ongerup, Boxwood Hill, Wellstead",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14124,Acacia kenneallyi,,3,,East Kimberley,Bonaparte Archipelago,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12259,Acacia lanceolata,,3,,"Moora,Geraldton","Three Springs, Mingenew",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12260,Acacia lanei,,3,,Great Southern,"Hyden, Pederah",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14930,Acacia lateriticola var. Glabrous variant (B.R.Maslin 6765),,3,,Blackwood,"Dunsborough, Scott River, Margaret River, Quindalup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14612,Acacia latipes subsp. licina,,3,,"Moora,Geraldton","Erangy Springs, Geraldton, Three Springs, Northampton, Hutt River, Eneabba",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11330,Acacia leptospermoides subsp. psammophila,,3,,Geraldton,"Geraldton, Yuna, Indarra, Eradu",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
15289,Acacia levata,,3,,Karratha,"Marble Bar, Woodstock H/S, Hillside",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16978,Acacia lirellata subsp. lirellata,,3,,"Moora,Perth Hills,Central Wheatbelt","Coorow, Watheroo, Northam, Quairading, Tammin, Meckering",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3437,Acacia megacephala,,3,,Geraldton,"E of Geraldton, Kojarena, Burma Road",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
42183,Acacia monticola x tumida var. kulparn,,3,,West Kimberley,"Broome, James Price Point, Perpendicular Head, Derby, Kimberley Downs Stn., Bina Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14126,Acacia mutabilis subsp. rhynchophylla,,3,,Great Southern,"Pingrup, Nyabing, Borden",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14127,Acacia mutabilis subsp. stipulifera,,3,,"Albany,Great Southern","Lake Cobham, Lake Bryde, Lake Magenta, Needilup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3456,Acacia newbeyi,,3,,"Albany,Great Southern","Nyabing, Boxwood Hills, Ravensthorpe, Ongerup, Dragon Rocks",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3459,Acacia nitidula,,3,,"Albany,Esperance","Recherche Archipelago, Cape Arid, condingup, Jerramungup, Ravensthorpe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3460,Acacia nodiflora,,3,,"Moora,Geraldton",Carnamah,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14128,Acacia obesa,,3,,Great Southern,"Hyden, Lake King, Lake Grace",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14129,Acacia oncinophylla subsp. oncinophylla,,3,,"Moora,Donnelly,Perth Hills","Mogumber, Mundaring, John Forrest NP, Serpentine, Mt Lennard, Dwellingup, Winnejup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
44477,Acacia parkerae,,3,,"Blackwood,Donnelly,Great Southern","Frankland, Kojonup, Greenbushes",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43560,Acacia phacelia,,3,,West Kimberley,"Edkins Range, Harding Range, Sprigg River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3486,Acacia phaeocalyx,,3,,"Great Southern,Central Wheatbelt","Kellerberrin, Wongan Hills, Tammin, Quairading, Lomos, Dowerin, Cunderdin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14136,Acacia plautella,,3,,Geraldton,"Ajana, Wannoo Roadhouse, Murchison, Eurardy Station, Kalbarri NP, Cooloomia NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3493,Acacia plicata,,3,,Moora,"Hill River, Cataby, Lesueur",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14927,Acacia pulchella var. reflexa acuminate bracteole variant (R.J. Cumming 882),,3,,Perth Hills,"Wannamal, Bindoon, York, Boonanarring",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14139,Acacia repanda,,3,,"Great Southern,Central Wheatbelt","Lake Hurlstone, Lake Carmody, Wongan Hills, The Basin, Varley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3520,Acacia richardsii,,3,,East Kimberley,"Kununurra, Keep River N.P., Northern Carr Boyd Ranges, Gardner Plateau, N.T.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3521,Acacia ridleyana,,3,,"Moora,Geraldton","Northampton, Gregory, Murchison River, Mogumber",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14644,Acacia scalena,,3,,"Geraldton,Central Wheatbelt","Wubin, Buntine Reserve, Nugadong, Ballidu, Latham, Maya, Petruder Rocks",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13077,Acacia sclerosperma subsp. glaucescens,,3,,Geraldton,"Yaringa Station, Wooramel Station, Edaggee Station",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14679,Acacia sedifolia subsp. pulvinata,,3,,Great Southern,"Newdegate, Lake King, Mt Gibbs, Dragon Rocks, Pederah",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14141,Acacia singula,,3,,"Esperance,Central Wheatbelt","Lake Grace, Lake King, Hatter Hill, Pyramid Lake, South Ironcap, Digger Rocks, Frank Hann N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
18608,Acacia sp. Cockburn Range (R. Pullen 10. 763),,3,,East Kimberley,"Cockburn Range, Gibb River Stn., Ord River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
18424,Acacia sp. Marshall Pool (G. Cockerton 3024),,3,,Kalgoorlie,"Leonora, Melita Stn., Weebo Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13076,Acacia startii,,3,,"Exmouth,Geraldton","Cape Range, Rough Range, Minilya River, Bullara Station",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14147,Acacia subsessilis,,3,,Geraldton,"Yalgoo, Fields Find",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
23528,Acacia subtiliformis,,3,,Karratha,"Hamersley Ranges, Hancock Range, Ophthalmia Range, Hope Down North, Marillana Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13075,Acacia telmica,,3,,"Moora,Geraldton","Lake Logue, Lake Indoon, Mt Horner, Strawberry",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14614,Acacia truculenta,,3,,Esperance,"Bremer Range, Frank Hann N.P., Lake Johnston",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14152,Acacia undosa,,3,,"Great Southern,Central Wheatbelt","Belka, Lake King, Hyden, Lake Magenta, Tammin, Warralackin, Forrestania, Kondinin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12675,Acacia veronica,,3,,Albany,Stirling Range N.P.,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1207,Acanthocarpus parviflorus,,3,,"Geraldton,Shark Bay","Kalbarri N.P., Shark Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34616,Acmella grandiflora var. brachyglossa,,3,,East Kimberley,"Drysdale River Stn., Theda Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
44007,Actinotus repens,,3,,"Blackwood,Donnelly,Frankland","Granite Peak, Walpole-Nornalup NP, Big Brook, Whichcliffe, Milleyannup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43201,Adelphacme minima,,3,,"Blackwood,Albany,Frankland","Woolbernup Hill, Walpole, Capel",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11336,Adenanthos cygnorum subsp. chamaephyton,,3,,"Perth Hills,Wellington","Chidlow, Mundaring, Collie, Bindoon, Muchea, Sawyers Valley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1786,Adenanthos gracilipes,,3,,Esperance,Johnston Lakes,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
38400,Adenostemma lavenia var. lanceolatum,,3,,"East Kimberley,West Kimberley","Carlton Hill Stn., Doongan Stn., Walcott Inlet, Calder River, Prince Regent River N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12160,Alexgeorgea ganopoda,,3,,Frankland,"Bow River, Mt Frankland, Kent River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13897,Allocasuarina eriochlamys subsp. grossa,,3,,"Kalgoorlie,Esperance","Zanthus, Lake Cowan, Norseman",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1729,Allocasuarina grevilleoides,,3,,"Moora,Perth Hills","Three Springs - Mogumber, Ellis Brook, Darling range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1736,Allocasuarina ramosissima,,3,,"Moora,Perth Hills","Badgingarra, Mt Lesueur, Hay Flat, Dandaragan, Alexander Morrison NP",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1738,Allocasuarina tessellata,,3,,"Kalgoorlie,Geraldton","Mt Singleton, Ninghan, Die Hardy Ranges",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45194,Alyogyne sp. Great Victoria Desert (D.J. Edinger 6212),,3,,"Kalgoorlie,Esperance,Great Southern","Cundeelee, Condingup, Tarin Rock, SA",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17572,Alysicarpus major,,3,,"East Kimberley,West Kimberley","Drysdale River Stn, King Leopold Ranges, Sir Graham Moore Is., Secure Bay, Napier Downs",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14636,Alyxia tetanifolia,,3,,"Kalgoorlie,Geraldton","Kalgoorlie, Diemals, Goongarri, Boogardie, Mt Magnet",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
18195,Amanita carneiphylla,,3,,"Frankland,Swan Coastal,Great Southern","Murdoch, Dryandra, Mundijong, Yanchep, Caversham, Denmark",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45013,Amanita drummondii,,3,,"Albany,Donnelly,Frankland,Swan Coastal","Jandakot, Yunderup, Perup, Mount Roe N.P., Denmark, Albany",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43543,Amanita fibrillopes,,3,,"Albany,Perth Hills,Swan Coastal","Swan Coastal Plain, Jarrah Forest and Warren bioregions",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46334,Amanita kalamundae,,3,,"Donnelly,Perth Hills,Central Wheatbelt","Kalamunda, Perup, Dwellingup, Jarrahdale, Kellerberrin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48332,Amanita preissii,,3,,"Perth Hills,Swan Coastal","Murdoch, Kings Park, Bayswater, Sawyers Valley, Mundaring",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43542,Amanita wadjukiorum,,3,,Swan Coastal,Swan Coastal Plain - Perth sub-bioregion,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34810,Amaranthus centralis,,3,,"Kalgoorlie,Karratha","Newman, Warburton",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1043,Amorphophallus galbra,,3,,"East Kimberley,West Kimberley","Prince Regent N.R., Walcott Inlet, Kalumburu, Mitchell Plateau",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
52,Ampelopteris prolifera,,3,,"Karratha,West Kimberley","Barlee Range N.R., Doongan Stn, Karijini N.P., Prince Regent River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6301,Andersonia auriculata,,3,,Frankland,"Quarram, Bow River, West of Denmark, Walpole",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6319,Andersonia setifolia,,3,,"Albany,Great Southern","Manypeaks, Napier,  Albany, Two Peoples Bay, Ongerup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41730,Andersonia sp. Amabile (N. Gibson & M. Lyons 355),,3,,"Blackwood,Donnelly,Frankland","Black Point, Denbarker, Broke Inlet, Collis, Pingerup, Nornalup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41731,"Andersonia sp. Audax (F. Hort, B. Hort & J. Hort 3179)",,3,,Perth Hills,"Armadale, Jarrahdale, Monadnocks C.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16997,Andersonia sp. Mitchell River (B.G. Hammersley 925),,3,,Frankland,"Mitchell River, Denbarker",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41741,Andersonia sp. Virolens (G.J. Keighery 12000),,3,,Frankland,"Mt Lindesay, Mt Roe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7829,Angianthus drummondii,,3,,"Blackwood,Swan Coastal,Wellington","Ludlow, Yoongarrillup, Busselton, Waroona",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
23469,Angianthus halophilus,,3,,Great Southern,"Lake King, Lake Grace",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7831,Angianthus micropodioides,,3,,"Geraldton,Swan Coastal,Central Wheatbelt","Perth, Meckering, Mongers Lake, Bunjil, Warriedar, Mollerin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7834,Angianthus prostratus,,3,,"Kalgoorlie,Central Wheatbelt","Glenorn Stn, Baladjie Lake NR, Quairading, Lake Barlee, Bulga Downs Stn, Kalgoorlie",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11357,Anigozanthos bicolor subsp. exstans,,3,,"Perth Hills,Great Southern,Central Wheatbelt","Meckering, Pingelly, Meenaar",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6948,Anthocercis intricata,,3,,"Geraldton,Shark Bay","Dongara, Port Gregory, Denham, Kalbarri",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16321,Anthocercis sylvicola,,3,,Frankland,"Mt Clare, Granite Peak, Walpole-Nornalup NP, D'Entrecasteaux NP, Mount Frankland South NP, Denmark",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17358,Anthotium odontophyllum,,3,,Great Southern,"Narrogin, Pingelly, Dryandra S.F., Highbury S.F.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6951,Anthotroche myoporoides,,3,,Geraldton,"Northampton, Yuna, Indarra, Kalbarri NP",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48323,Anticoryne melanosperma,,3,,Great Southern,"Hyden, Dongolocking, Tarin Rock, Pingaring, Bendering, Dragon Rocks, Pederah",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14487,Aphyllodium glossocarpum,,3,,"East Kimberley,West Kimberley","Beagle Bay, Brunswick Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
18672,Aponogeton kimberleyensis,,3,,East Kimberley,"Drysdale River N.P., Prince Regent N.R., Kuri Bay, Uwins Is",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17918,Aristida jerichoensis var. subspinulifera,,3,,Karratha,"East Angelas, Sylvania Stn, Newman, Eastenr States",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
